English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
night,nacht,nacht,natt,nat,nátt,𐌽𐌰𐌷𐍄𐍃,nahts
non,neen,nein,,,neinn,,nainaz
,,neißen,,,,𐌽𐌰𐌹𐍄𐌾𐌰𐌽,naitijaną
naked,naakt,nackt,naken,nøgen,nakinn,𐌽𐌰𐌵𐌰𐌸𐍃,nakwadaz
,aak,nachen,,,nökkvi,,nakwô
naken,,,,,nökkva,,nakwōną
neven,,nennen,nämna,nævne,nefna,𐌽𐌰𐌼𐌽𐌾𐌰𐌽,namnijaną
name,naam,name,namn,navn,nafn,𐌽𐌰𐌼𐍉,namô
,,,,,,𐌽𐌰𐌽𐌸𐌾𐌰𐌽,nanþijaną
narrow,naar,,nor,,,,narwaz
ness,nes,,näs,næs,nes,,nasją
,,nase,nos,næse,nös,,nasō
,,,nästa,,,,nastijaną
,nat,nass,,,,𐌽𐌰𐍄𐍃,nataz
net,net,netz,nät,net,net,𐌽𐌰𐍄𐌹,natją
netting,netten,netzen,,,,𐌽𐌰𐍄𐌾𐌰𐌽,natjaną
nettle,netel,nessel,nässla,,,,natǭ
,nodigen,nötigen,,nøde,nauðga,,naudigōną
,,,,nøde,neyða,𐌽𐌰𐌿𐌸𐌾𐌰𐌽,naudijaną
need,nood,not,nöd,nød,nauð,𐌽𐌰𐌿𐌸𐍃,naudiz
,,,,,naust,,naustą
nowt,noot,,nöt,nød,naut,,nautą
,,,,,neyta,,nautijaną
,,,,,nár,𐌽𐌰𐌿𐍃,nawiz
,,,,,,𐌽𐌰𐍃𐌴𐌹𐌽𐍃,nazīniz
,nering,nähren,nära,nære,næra,𐌽𐌰𐍃𐌾𐌰𐌽,nazjaną
ne,n,nee,,,,𐌽𐌹,ne
,naaien,nähen,,,,,nēaną
,nevel,nebel,,,,,nebulaz
,naad,naht,,,,,nēdiz
neve,neef,neffe,,,nefi,,nefô
,geen,kein,,,né,𐌽𐌹𐌷,nehw
nigh,na,nah,,,ná,𐌽𐌴𐍈,nēhw
neighbour,nagebuur,nachbar,nabo,nabo,nábúi,,nēhwagabūrô
nigh,,nahen,nå,nå,ná,,nēhwāną
nigh,,nah,,,,𐌽𐌴𐍈𐌰,nēhwaz
,,,,,,𐌽𐌴𐍈𐌾𐌰𐌽,nēhwijaną
next,naast,nächster,nästa,næste,næst,,nēhwist
nim,nemen,nehmen,nimma,nemme,nema,𐌽𐌹𐌼𐌰𐌽,nemaną
,,,,nem,næmur,𐌽𐌴𐌼𐍃,nēmiz
naam,,einnahme,,,,,nēmō
,,,njärd,njørd,njörður,,nerþuz
,,,,,,𐌽𐌹𐍃𐌰𐌽,nesaną
nest,nest,nest,,,nest,,nestą
need,,niedlich,,,,,neudaz
kidney,nier,niere,njure,nyre,nýra,,neurô
,nieten,nießen,njuta,nyde,njóta,𐌽𐌹𐌿𐍄𐌰𐌽,neutaną
nine,negen,neun,nio,ni,níu,𐌽𐌹𐌿𐌽,newun
ninth,negende,neunte,nionde,niende,níundi,𐌽𐌹𐌿𐌽𐌳𐌰,newundô
nineteen,negentien,neunzehn,nitton,nitten,nítján,,newuntehun
ninety,,neunzig,,,,𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳,newuntēhundą
,,,,,,𐌽𐌹𐌸𐌰𐌽,neþaną
needle,naald,nadel,nål,nål,nál,𐌽𐌴𐌸𐌻𐌰,nēþlō
,,,,,nifl,,nibilaz
,,,,,nið,𐌽𐌹𐌳𐍅𐌰,nidwō
nift,nicht,niftel,,,nift,,niftiz
nait,,,,,neita,,niitjaną
,,,,,,𐌽𐌹𐌿𐌷𐍃𐌾𐌰𐌽,niuhsijaną
,,,,,,𐌽𐌹𐌿𐌾𐌰𐌽,niwjaną
new,nieuw,neu,ny,ny,nýr,𐌽𐌹𐌿𐌾𐌹𐍃,niwjaz
,nieuwen,,,,nýja,,niwjōną
,nijd,neid,nid,nid,níð,𐌽𐌴𐌹𐌸,nīþą
neath,,nieden,nedan,neden,neðan,,niþanē
nether,neder,nieder,ned,ned,niður,,niþer
nether,nederen,,,,niðra,,niþerōną
,nijden,neiden,,,níða,,nīþijaną
,,,,,niður,𐌽𐌹𐌸𐌾𐌹𐍃,niþjaz
,noemen,nömen,,,,,nōmijaną
,,,not,not,nót,,nōtō
,,,no,,nór,,nōwaz
,,,nöra,,næra,,nōzijaną
now,nu,nun,nu,nu,nú,𐌽𐌿,nu
,,,,,núa,𐌽𐌰𐌿𐌰𐌽,nūaną
,noch,noch,,,,𐌽𐌰𐌿𐌷,nuh
,,nunft,,,,𐌽𐌿𐌼𐍄𐍃,numþiz
,,,nordan,norden,norðan,,nurþanē
north,,noord,norr,nord,norður,,nurþrą
north,noord,,norr,nord,norður,,nurþraz
northern,,,norsk,norsk,norrænn,,nurþrōnijaz
,genot,genuss,,,not,,nutą
nait,,nütze,nyter,,,,nutiz
,,nütt,,,,,nutjō
,,nutzen,nyttja,,nytja,,nutjōną
note,,nutz,,,,,nutō
,,,,,nota,,nutōną
,oefenen,üben,,,æfa,,ōbijaną
,,,,,ægja,𐍉𐌲𐌾𐌰𐌽,ōgijaną
,,,,,æll,,ōliz
,,,os,os,ós,,ōsaz
,,,odal,odel,óðal,,ōþalą
addle,,,odla,,öðlast,,ōþalōną
pad,pad,,padda,padde,padda,,paddǭ
pod,,,pade,,,𐍀𐌰𐌹𐌳𐌰,paidō
pack,gepak,gepäck,packe,pakke,pakki,,pakkô
pamp,slampampen,pampfen,pampa,pampe,,,pamp
penny,penning,pfennig,penning,penning,peningur,,panningaz
pan,pan,pfanne,panna,pande,panna,,pannǭ
,perk,pferch,,,,,parrikaz
parrock,perk,pferch,,,parrak,,parrukaz
peacock,pauw,pfäulein,påfågel,påfugl,páfugl,,pāwô
path,pad,pfad,,,,,paþaz
pike,piek,peik,pik,pig,,𐍀𐌴𐌹𐌺𐍃,pīkaz
peck,pikken,picken,picka,pikke,pikka,,pikkōną
,pijpen,pfeifen,pipa,pibe,pípa,,pīpaną
placard,plag,placken,plagg,,plagg,,plaggą
pleck,plek,,,,,,plakjō
plough,ploeg,pflug,plog,plov,plógur,,plōgaz
,ploegen,pflügen,plöja,pløje,plægja,,plōgijaną
pluck,plukken,pflocken,plocka,plukke,plokka,,plukkōną
pool,poel,pfuhl,,,,,pōlaz
,prangen,pranger,,,,𐍀𐍂𐌰𐌲𐌲𐌰𐌽,pranganą
pretty,prettig,,,,prettugur,,prattugaz
prat,prat,,,,prettur,,prattuz
preen,priem,pfriem,,pryne,prjónn,,preunaz
preen,priemen,,,,prjóna,,preunōną
pritch,prikken,prickeln,,,,,prikjaną
prick,prikken,,,,,,prikkōną
poke,pook,pfoche,,,poki,,pukô
puck,,,puke,pokker,púki,,pūkô
pill,pol,polle,,,pollur,,pullaz
pound,pond,pfund,pund,pund,pund,𐍀𐌿𐌽𐌳,pundą
pind,,,,,pynda,,pundijaną
,,bors,pors,pors,pors,,pursaz
purse,,,påse,pose,posi,,pusô
put,poten,pötern,putta,putte,pota,,putōną
pot,pot,pott,pott,pot,pottur,,puttaz
,,,rad,rad,röð,,radō
,,,,,röðull,,raduraz
,berispen,,räfsa,revse,refsa,,rafsijaną
,,,,,,𐍂𐌰𐌲𐌹𐌽,raginą
,reinaart,reinhard,,,,,raginaharduz
rayner,,rainer,ragnar,ragner,ragnar,,raginaharjaz
,,reinhold,ragnvald,,rögnvaldur,,raginawaldaz
,,,,,,𐍂𐌰𐌲𐌹𐌽𐍉𐌽,raginōną
,,,rån,ran,rán,,rahną
,,,,rane,ræna,,rahnijaną
,,,,,reifa,,raibōną
,reeds,bereit,reda,rede,reiður,𐍂𐌰𐌹𐌸𐍃,raidaz
read,reden,,reda,rede,reiða,𐍂𐌰𐌹𐌳𐌾𐌰𐌽,raidijaną
road,,,red,red,reið,𐍂𐌰𐌹𐌳𐌰,raidō
row,resem,,,,,,raih
roe,ree,reh,rå,rå,rá,,raihô
reach,reiken,reichen,,,,,raikijaną
rope,reep,reif,rep,reb,reip,𐍂𐌰𐌹𐍀𐍃,raipaz
,repen,,,,reipa,,raipijaną
,,reizen,,,,,raitijaną
raise,,,resa,rejse,reisa,𐍂𐌰𐌹𐍃𐌾𐌰𐌽,raizijaną
rackle,rak,ricke,,,,,raką
racon,raaks,,,,rekendur,,rakintǭ
reche,rekken,recken,räcka,række,,𐍂𐌰𐌺𐌾𐌰𐌽,rakjaną
,rekel,rache,,,rakki,,rakkô
rake,rake,raak,raka,rage,raka,𐍂𐌰𐌺,rakō
ram,ram,ramm,ram,ram,rammur,,rammaz
,raam,rahmen,,,,,ramō
rank,rank,,rank,rank,rakkur,,rankaz
,,,,,rekkja,,rankijaną
,rennen,rennen,ränna,rende,renna,𐍂𐌰𐌽𐌽𐌾𐌰𐌽,rannijaną
,,,,,rennsli,,rannislō
,,,,,ræsta,,raskutjaną
rash,ras,rasch,rask,rask,röskur,,raskuz
rest,rast,rast,rast,rast,röst,𐍂𐌰𐍃𐍄𐌰,rastō
rat,rat,ratte,,,,,rattaz
,rat,ratze,råtta,,,,rattō
reaver,,räuber,,,,,raubārijaz
robe,roof,raub,rov,,,,raubaz
bereave,,,röva,røve,reyfa,,raubijaną
,,,röv,røv,rauf,,raubō
reave,roven,rauben,,,,,raubōną
red,rood,rot,röd,rød,rauður,𐍂𐌰𐌿𐌸𐍃,raudaz
,roken,rauchen,röka,røge,reykja,,raukijaną
roke,rook,rauch,rök,røg,reykur,,raukiz
ream,room,raum,råm,rømme,rjómi,,raumaz
,,,,,raun,,raunō
,ropen,raufen,,,,𐍂𐌰𐌿𐍀𐌾𐌰𐌽,raupijaną
,,,rösta,,reysta,,raustijaną
reard,,,,,rödd,𐍂𐌰𐌶𐌳𐌰,razdō
ransack,,,rannsaka,ransage,rannsaka,𐍂𐌰𐌶𐌽,razną
,rad,rad,,,,,raþą
,rede,rede,,,,𐍂𐌰𐌸𐌾𐍉,raþjǭ
,,,,,ráðbani,,rēdabanô
read,raden,raten,råda,råde,ráða,𐍂𐌴𐌳𐌰𐌽,rēdaną
ralph,,,rådulf,radulf,,,rēdawulfaz
rede,raad,rat,råd,råd,ráð,,rēdaz
,,,,,rjáfur,,rēfaz
rain,regen,regen,regn,regn,regn,𐍂𐌹𐌲𐌽,regną
rainbow,regenboog,regenbogen,regnbåge,regnbue,regnbogi,,regnabugô
raindrop,regendruppel,regentropfen,regndroppe,regndråbe,regndropi,,regnadrupô
rainwater,regenwater,regenwasser,regnvatten,regnvand,regnvatn,,regnawatōr
rain,regenen,regnen,regna,regne,regna,,regnōną
right,recht,recht,,,,,rehtą
right,recht,recht,rätt,ret,réttur,𐍂𐌰𐌹𐌷𐍄𐍃,rehtaz
reke,reken,rechen,,,,𐍂𐌹𐌺𐌰𐌽,rekaną
rake,reek,rechen,,,landreki,,rekô
,,,,,rökkur,𐍂𐌹𐌵𐌹𐍃,rekwaz
,,,,,,𐍂𐌹𐌼𐌹𐍃,remaz
,razen,,,,ræsa,,rēsijaną
race,,,,,rás,,rēsō
race,razen,rasen,,,rása,,rēsōną
,,,,,rjóða,,reudaną
,,,,,rjóður,𐍂𐌹𐌿𐌸𐍃,reudaz
reave,,,,,rjúfa,,reufaną
reek,ruiken,riechen,ryka,ryge,rjúka,,reukaną
,,,,,rjóta,,reutaną
rife,rijf,,,riv,rífur,,rībaz
reef,rif,rippe,ref,,rif,,ribją
ride,rijden,reiten,rida,ride,ríða,,rīdaną
rive,,,riva,rive,rífa,,rīfaną
,,,,,rigna,𐍂𐌹𐌲𐌽𐌾𐌰𐌽,rignijaną
,rijgen,reihen,,,,,rīhaną
right,richten,richten,rätta,rette,rétta,,rihtijaną
richard,,richard,,,ríkharður,,rīkaharduz
rike,rijk,reich,rike,rige,ríki,𐍂𐌴𐌹𐌺𐌹,rīkiją
richdom,rijkdom,reichtum,rikedom,rigdom,ríkdómur,,rīkijadōmaz
,,,,,ríkja,,rīkijaną
rike,rijk,reich,rik,rig,ríkur,𐍂𐌴𐌹𐌺𐌴𐌹𐍃,rīkijaz
,,rich,,,,𐍂𐌴𐌹𐌺𐍃,rīks
,,,,,,𐍂𐌹𐌵𐌹𐌶𐌾𐌰𐌽,rikwizjaną
rhyme,rijm,reim,rim,rim,rím,,rīmą
rime,rijmen,reimen,,,,,rīmaną
rhine,rijn,rhein,rhen,rhinen,rín,,rīnaz
rind,rinde,rinde,,,,,rindǭ
run,rinnen,rinnen,rinna,rinde,renna,𐍂𐌹𐌽𐌽𐌰𐌽,rinnaną
ripe,rijp,reif,,,,,rīpiz
,rijp,,,,,,rīpō
,reppen,,,,,,rippōną
,,,,,,𐍂𐌴𐌹𐍂𐌰𐌽,rīrāną
,,,,,ris,,risą
rise,rijzen,reisen,risa,,rísa,𐍂𐌴𐌹𐍃𐌰𐌽,rīsaną
,reus,riese,rese,rise,risi,,risiz
,,,,riste,rista,,rīstaną
,,,,riste,rista,,ristijaną
,,,,,rýra,𐍂𐌹𐌿𐍂𐌾𐌰𐌽,riurijaną
rith,rijt,,,,,,rīþaz
row,roeien,rojen,ro,ro,róa,,rōaną
,,,,,ræða,𐍂𐍉𐌳𐌾𐌰𐌽,rōdijaną
,,,,,ræður,,rōdijaz
,,,,,,𐍂𐍉𐌳𐌴𐌹𐌽𐍃,rōdīniz
rood,roede,rute,,rode,róða,,rōdō
reck,roeken,geruhen,,,rækja,,rōkijaną
,,,rykta,røgte,rækta,,rōkiþō
,,,,,ræta,,rōtijaną
roo,,ruhe,ro,ro,ró,,rōwō
rudder,roer,ruder,roder,,róður,,rōþrą
rud,roden,röten,,,roða,,rudāną
rid,,,röja,rydde,ryðja,,rudjaną
rye,,,råg,rug,rúgur,,rugiz
rough,ruig,rau,,,,,rūhaz
,rok,rock,rock,rok,rokkur,,rukkaz
,rukken,rücken,rycka,,rykkja,,rukkijaną
rock,rok,rocken,rock,rok,rokkur,,rukkô
rock,rocken,,rucka,rokke,rukka,,rukkōną
room,ruim,raum,rum,rum,rúm,𐍂𐌿𐌼,rūmą
room,ruim,raum,rum,rum,rúmur,𐍂𐌿𐌼𐍃,rūmaz
ream,ruimen,räumen,rymma,rømme,rýma,,rūmijaną
rome,rome,rom,,,rómaborg,𐍂𐌿𐌼𐌰,rūmō
,,,,,,𐍂𐌿𐌼𐍉𐌽𐍃,rūmōniz
runnel,,,rännil,,,,runilaz
rine,,,,,runi,𐍂𐌿𐌽𐍃,runiz
roun,,raune,runa,rune,rún,𐍂𐌿𐌽𐌰,rūnō
runestaff,,,runstav,runestav,rúnastafur,,rūnōstabaz
,,,,,,𐍂𐌿𐌽𐍃,runsiz
rift,,,,,,,rupatjaną
rub,roppen,rupfen,rubba,rubbe,ropa,,ruppōną
rush,ruisen,geräusch,,,,,rūskōną
rust,roest,rost,rost,rust,,𐍂𐌿𐍃,rustaz
rotten,rotten,rößen,rutten,rådden,rotinn,,rutāną
than,der,der,dem,dem,þeim,𐌸𐌰𐌹𐌼,sa
,beseffen,entseben,,,,,sabjaną
seed,zat,satt,,sat,saður,𐍃𐌰𐌸𐍃,sadaz
,,,,,seðja,,sadjaną
saddle,zadel,sattel,sadel,sadel,söðull,,sadulaz
saddle,zadelen,satteln,sadla,sadle,söðla,,sadulōną
say,zeggen,sagen,säga,sige,segja,,sagjaną
sedge,zegge,segge,,,seggur,𐍃𐌰𐌲,sagjaz
saw,sage,sage,saga,sage,saga,,sagǭ
saw,zaag,säge,såg,sav,sög,,sagō
saw,zagen,sägen,saga,save,saga,,sagōną
sax,,sachs,sax,saks,sax,,sahsą
,,,såt,,sáttur,𐍃𐌰𐌷𐍄𐍃,sahtaz
saught,,,,,sátt,𐍃𐌰𐌷𐍄𐍃,sahtiz
,,saite,,,seiður,,saidaz
,,saite,,,,,saidô
,zeiken,seichen,,,,,saikijaną
sole,zeel,seil,,,seil,,sailą
seal,zelen,,,,seila,𐍃𐌰𐌹𐌻𐌾𐌰𐌽,sailijaną
,,,,,seina,,sainōną
soap,zeep,seife,såpa,,sápa,,saipǭ
sore,zeer,,sår,sår,sár,,sairą
sorry,zerig,sehrig,sårig,,,,sairagaz
sore,zeer,sehr,sår,sår,sár,,sairaz
,verzeren,versehren,såra,såre,særa,,sairijaną
soul,ziel,seele,själ,sjæl,sál,𐍃𐌰𐌹𐍅𐌰𐌻𐌰,saiwalō
sea,zee,see,sjö,sø,sær,𐍃𐌰𐌹𐍅𐍃,saiwiz
,,,,,,𐍃𐌰𐌺𐌰𐌽,sakaną
sack,zak,sack,säck,sæk,sekkur,𐍃𐌰𐌺𐌺𐌿𐍃,sakkuz
sake,zaak,sache,sak,sag,sök,,sakō
sackless,,,saklös,sagesløs,saklaus,,sakōlausaz
,,,,,saka,,sakōną
sale,,,,,,,salą
salve,zalf,salbe,salva,,,,salbō
salve,,salben,,,,𐍃𐌰𐌻𐌱𐍉𐌽,salbōną
sallow,,salweide,sälg,,,,salhô
,zaal,saal,sal,sal,salur,𐍃𐌰𐌻𐍃,saliz
,,selde,,,,𐍃𐌰𐌻𐌹𐌸𐍅𐍉𐍃,saliþwō
,,,,,sel,,salją
sell,,sellen,sälja,sælge,selja,𐍃𐌰𐌻𐌾𐌰𐌽,saljaną
,,selle,,,,,saljô
sale,,,salu,salg,sala,,salō
salt,zout,salz,salt,salt,salt,𐍃𐌰𐌻𐍄,saltą
salt,zouten,salzen,salta,salte,salta,𐍃𐌰𐌻𐍄𐌰𐌽,saltaną
salt,zout,solt,salt,salt,saltur,,saltaz
sallow,zaluw,sal,,,sölur,,salwaz
,,,,,samfeðra,,samafadrijaz
,,,,,samkynja,𐍃𐌰𐌼𐌰𐌺𐌿𐌽𐍃,samakunjaz
,,,,,samlíkur,𐍃𐌰𐌼𐌰𐌻𐌴𐌹𐌺𐍃,samalīkaz
,,,,,sammæðra,,samamōdrijaz
sam,tsamen,sammen,samman,sammen,saman,𐍃𐌰𐌼𐌰𐌽𐌰,samana
,,,,,samvist,,samawistiz
,,,samma,samme,samur,𐍃𐌰𐌼𐌰,samaz
sand,zand,sand,sand,sand,sandur,,samdaz
,,,sämjas,,semja,𐍃𐌰𐌼𐌾𐌰𐌽,samjaną
sam,,,,,samna,,samnōną
,,,,,samning,,samnungō
,,sandkorn,,,sandkorn,,sandakurną
send,zenden,senden,sända,sende,senda,𐍃𐌰𐌽𐌳𐌾𐌰𐌽,sandijaną
sand,,,,,,,sandō
song,zang,sang,sång,sang,söngur,𐍃𐌰𐌲𐌲𐍅𐍃,sangwaz
,,,,,sökk,𐍃𐌰𐌲𐌲𐌵𐌰,sankwą
,zenken,senken,sänka,sænke,sökkva,𐍃𐌰𐌲𐌲𐌵𐌾𐌰𐌽,sankwijaną
sooth,,,,,sannur,,sanþą
,,,,,sannsögull,,sanþasagulaz
sooth,,,sann,sand,sannur,,sanþaz
,,,,,senna,,sanþijaną
soothe,,,sanna,sande,sanna,,sanþōną
,,,,,sannan,,sanþōniz
sark,,,särk,særk,serkur,,sarkiz
,,,,,,𐍃𐌰𐍂𐍅𐌰,sarwą
set,,,,,,𐍃𐌰𐍄𐌴𐌹𐌽𐍃,satīniz
set,zetten,setzen,sätta,sætte,setja,𐍃𐌰𐍄𐌾𐌰𐌽,satjaną
,zogen,säugen,,,seygja,,saugijaną
,zoken,,,,,,saukijaną
,,sölen,söla,søle,,𐍃𐌰𐌿𐌻𐌾𐌰𐌽,saulijaną
seam,zoom,saum,söm,søm,saumur,,saumaz
,zomen,säumen,,,seyma,,saumijaną
sorrel,zoor,sohr,,,seyra,,sauzaz
,zoren,,,,seyra,,sauzijaną
seath,,sood,söd,,sauður,𐍃𐌰𐌿𐌸𐍃,sauþaz
sow,zaaien,säen,så,så,sá,𐍃𐌰𐌹𐌰𐌽,sēaną
,,,,,sefi,,sebô
seven,zeven,sieben,sju,syv,sjö,𐍃𐌹𐌱𐌿𐌽,sebun
seventh,zevende,siebente,sjunde,syvende,sjöundi,,sebundô
,zevenster,siebenstern,,,sjöstirni,,sebunstirniją
seventeen,zeventien,siebzehn,sjutton,sytten,sautján,,sebuntehun
seventy,zeventig,,,,,𐍃𐌹𐌱𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳,sebuntēhundą
seed,zaad,saad,säd,sæd,sáð,𐍃𐌴𐌸𐍃,sēdiz
,,,såll,sold,sáld,,sēdlą
,zege,sieg,seger,sejr,sigur,𐍃𐌹𐌲𐌹𐍃,segaz
sail,zeil,segel,segel,sejl,segl,,seglą
sain,zegenen,segnen,,,,,segnōną
six,zes,sechs,sex,seks,sex,𐍃𐌰𐌹𐌷𐍃,sehs
sixty,zestig,sechzig,sextio,,sextíu,𐍃𐌰𐌹𐌷𐍃 𐍄𐌹𐌲𐌾𐌿𐍃,sehs tigiwiz
sixteen,zestien,sechzehn,sexton,seksten,sextán,,sehstehun
sixth,zesde,sechste,sjätte,sjette,sétti,,sehtô
see,zien,sehen,,,,𐍃𐌰𐌹𐍈𐌰𐌽,sehwaną
,,sehn,,,umsjá,,sehwǭ
,zich,sich,,,,𐍃𐌹𐌺,sek
,,,,,,𐍃𐌹𐌻𐌱𐌰𐍅𐌹𐌻𐌾𐌹𐍃,selbawiljaz
self,zelf,selbst,själv,selv,sjálfur,𐍃𐌹𐌻𐌱𐌰,selbaz
selly,,,,,,𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐍃,seldalīkaz
seldom,zelden,selten,sällan,sjælden,sjaldan,,seldanē
seal,,seel,säl,sæl,selur,,selhaz
,,,,,sæla,,sēlijaną
seel,,,säll,sæl,sæll,𐍃𐌴𐌻𐍃,sēliz
,zaalte,,,,sæld,,sēliþō
sam,,,,,,,sēmi
,,samen,,,,,sēmô
sinew,zenuw,sehne,sena,sene,sin,,senawō
,,,,,serða,,serþaną
,,,,,sess,,sessaz
set,zet,,,,set,,setą
,,,,,sætur,𐌰𐌽𐌳𐌰𐍃𐌴𐍄𐍃,sētiz
settle,zetel,sessel,,,sjötul,𐍃𐌹𐍄𐌻𐍃,setlaz
,,saße,försåt,,fyrirsát,,sētō
,,,,,sjóður,,seudaz
,,,syssla,,sýsla,,seuhslō
,,siechtum,sjukdom,sygdom,sjúkdómur,,seukadōmaz
,,,,,,𐍃𐌹𐌿𐌺𐌰𐌽,seukaną
sick,ziek,siech,sjuk,syg,sjúkur,𐍃𐌹𐌿𐌺𐍃,seukaz
seethe,zieden,sieden,sjuda,syde,sjóða,,seuþaną
,,,,,sær,,sēwiz
,,,,,,𐍃𐌹𐌱𐌾𐌹𐍃,sibjaz
sib,sibbe,sippe,,sif,sif,𐍃𐌹𐌱𐌾𐌰,sibjō
sib,,sippen,,,,𐍃𐌹𐌱𐌾𐍉𐌽,sibjōną
side,zijd,,sid,sid,síður,,sīdaz
,,,,,sídd,,sīdiþō
side,zijde,seite,sida,side,síða,,sīdǭ
,,,,,siða,𐍃𐌹𐌳𐍉𐌽,sidōną
,zedig,sittig,,,siðugur,,sidugaz
,,sittsam,,,,,sidusamaz
,zede,sitte,sed,sæd,siður,𐍃𐌹𐌳𐌿𐍃,siduz
sie,zijgen,seigen,siga,sige,síga,,sīganą
,,siegfried,sigfrid,sigfred,sigfreður,,sigifriþuz
,,,,,sigmar,,sigimēraz
simon,,siegmund,sigmund,,sigmundur,,sigimunduz
siward,,siegwart,sjurd,,sigurður,,sigiwarduz
,,,segra,sejre,sigra,,sigizōną
,zichte,sichte,,,sigð,,sigiþō
sail,,seilen,segla,sejle,sigla,,siglijaną
sie,zien,seihen,,,sía,,sīhwaną
sike,,sieker,sik,,sík,,sīką
sile,,,sill,sild,síld,,sīlą
,,,,,sil,,silāną
,,siele,sele,sele,,,silô
silver,zilver,silber,silver,sølv,silfur,𐍃𐌹𐌻𐌿𐌱𐍂,silubrą
silvern,zilveren,silbern,,,,𐍃𐌹𐌻𐌿𐌱𐍂𐌴𐌹𐌽𐍃,silubrīnaz
,,,,,,𐍃𐌹𐌼𐌻𐌴,simlê
,,,simme,,síma,,sīmô
sloom,sluimeren,schlummen,,slum,,,sin
,zene-,,,,sí-,,sin-
,zijn,sein,sin,sin,sinn,𐍃𐌴𐌹𐌽𐍃,sīnaz
cinder,sintel,sinter,sinder,sinder,sindur,,sindraz
,zenegroen,singrün,sinngrön,singrøn,sígrænn,,singrōniz
sing,zingen,singen,sjunga,synge,syngja,𐍃𐌹𐌲𐌲𐍅𐌰𐌽,singwaną
,,,,,,𐍃𐌹𐌽𐌴𐌹𐌲𐍃,sinīgaz
sengreen,,sintflut,sina,,sina,𐍃𐌹𐌽𐌴𐌹𐌲𐍃,siniz
sink,zinken,sinken,sjunka,synke,sökkva,𐍃𐌹𐌲𐌵𐌰𐌽,sinkwaną
,zinnen,sinnen,besinna,,sinna,,sinnaną
,zin,sinn,sinne,,,,sinnaz
,,,,,,𐍃𐌹𐌽𐍄𐌴𐌹𐌽𐍃,sintīnaz
sith,,,sin,,sinn,𐍃𐌹𐌽𐌸𐍃,sinþaz
,,,,,sinna,,sinþōną
,zijpen,,,,,,sīpaną
sip,,sipen,,,,,sipōną
sit,zitten,sitzen,sitta,sidde,sitja,𐍃𐌹𐍄𐌰𐌽,sitjaną
,,seuche,,,sýki,𐍃𐌹𐌿𐌺𐌴𐌹,siukį̄
,,,syn,syn,sjón,𐍃𐌹𐌿𐌽𐍃,siuniz
sew,,,sy,sy,,𐍃𐌹𐌿𐌾𐌰𐌽,siwjaną
,,,,,síða,,sīþaną
,sedert,sider,,,síður,𐍃𐌴𐌹𐌸𐌿𐍃,sīþuz
shave,schaven,schaben,skava,skave,skafa,𐍃𐌺𐌰𐌱𐌰𐌽,skabaną
scab,schabbig,schäbig,skabb,skab,,,skabbaz
,,schonen,skåne,skåne,skáney,,skadinawjō
shadow,schaduw,schatten,,,skodda,𐍃𐌺𐌰𐌳𐌿𐍃,skadwaz
,,,,,,𐍃𐌺𐌰𐌳𐍅𐌾𐌰𐌽,skadwijaną
shaft,schacht,schaft,skaft,skaft,skaft,,skaftaz
,,,,,,𐍃𐌺𐌰𐍆𐍄𐌾𐌰𐌽,skaftijaną
shag,,,skägg,skæg,skegg,,skaggiją
shag,,,skägg,skæg,skegg,,skagją
shag,scheg,,skägg,skjeg,skegg,,skagriz
,scheef,scheif,skev,skæv,skeifur,,skaibaz
sheen,,,,,skeina,,skainijaną
sheer,,,skär,skær,skær,,skairiz
shed,scheiden,scheiden,,,,𐍃𐌺𐌰𐌹𐌳𐌰𐌽,skaiþaną
sheath,schede,scheide,sked,skede,skeið,,skaiþiz
sheath,,,,,skeiða,,skaiþōną
shake,schaken,,skaka,skage,skaka,,skakaną
shag,,,,,,,skakkōną
shackle,schakel,schakel,skakel,skagle,skökull,,skakulaz
,,,,,skelfa,,skalbijaną
,,schalten,,,,,skaldaną
,schillen,schälen,,,skella,,skaljaną
shell,schil,schille,,skæl,skel,𐍃𐌺𐌰𐌻𐌾𐌰,skaljō
shalk,schalk,schalk,skalk,skalk,skálkur,𐍃𐌺𐌰𐌻𐌺𐍃,skalkaz
,,,,,skelkja,,skalkijaną
shill,,schellen,skälla,,skella,,skallijaną
,schalm,,skalm,skalm,skálm,,skalmō
shame,schamen,schämen,,skamme,skamma,𐍃𐌺𐌰𐌼𐌰𐌽,skamāną
,,,,,skemmd,,skamiþō
scant,,,skam,,skammur,,skammaz
,,,,,skemma,,skammijaną
shame,schaam,scham,skam,skam,skömm,𐍃𐌺𐌰𐌼𐌰,skamō
shand,schande,schande,,,,𐍃𐌺𐌰𐌽𐌳𐌰,skandō
,,,skack,skak,skakkur,,skankaz
shink,schenken,schenken,skänka,skænke,skekkja,,skankijaną
shank,schenke,,skank,skank,,,skankô
shape,schap,schaff,skåp,skab,skap,,skapą
