English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
quern,kweern,,kvarn,kværn,kvern,,kwernō
,kweern,,,,,𐌵𐌰𐌹𐍂𐌽𐌿𐍃,kwernuz
quart,,kirre,kvar,kvær,kyrr,𐌵𐌰𐌹𐍂𐍂𐌿𐍃,kwerruz
,,köder,,,,,kwerþrą
,,,,,kvett,,kwetwą
quethe,,,kväda,kvæde,kveða,𐌵𐌹𐌸𐌰𐌽,kweþaną
,,,kväde,,kvæði,,kwēþiją
kite,,,kved,,kviður,𐌵𐌹𐌸𐌿𐍃,kweþuz
,,,,,kviður,,kwidiz
quicken,,,kvickna,kvikne,kvikna,,kwiknaną
,kwik,,,,,,kwikwą
,,,,,kvikvendi,,kwikwandiją
quick,kwik,keck,kvick,kvik,kvikur,𐌵𐌹𐌿𐍃,kwikwaz
,,kilt,,,,,kwildiz
,kwijnen,quienen,,,,,kwīnaną
,kwinken,,,,,,kwinkaną
querken,,,,,kyrkja,,kwirkijaną
bequest,,,,,,𐌵𐌹𐍃𐍃,kwissiz
,kwisten,,,quista,,𐌵𐌹𐍃𐍄𐌾𐌰𐌽,kwistijaną
,,,,,,𐌵𐌹𐍃𐍄𐍃,kwistiz
law,log,,lag,lov,lög,,lagą
,,,,,lögn,𐌻𐌰𐌲𐌴𐌹𐌽𐍃,lagīniz
lay,leggen,legen,lägga,lægge,leggja,𐌻𐌰𐌲𐌾𐌰𐌽,lagjaną
leg,,,lägg,læg,leggur,,lagjaz
,,,laga,lave,laga,,lagōną
lay,,,lag,,lögur,𐌻𐌰𐌲𐌿𐍃,laguz
,,,,,lá,,lahaną
,,,,,lá,,lahō
lax,las,lachs,lax,laks,lax,,lahsaz
,,,,,látur,,lahtrą
,,,lår,lår,lær,,lahwaz
leave,,,leva,,leifa,𐌻𐌰𐌹𐌱𐌾𐌰𐌽,laibijaną
lave,,,,,leif,𐌻𐌰𐌹𐌱𐌰,laibō
lead,leiden,leiten,leda,lede,leiða,,laidijaną
lode,lei,leite,led,led,leið,,laidō
,,,leja,leje,leigja,,laigijaną
,,,lega,leje,leiga,,laigǭ
loan,leen,lehen,lån,lån,lán,,laihną
len,lenen,lehnen,läna,,léna,,laihnijaną
,lenen,lehnen,låna,låne,lána,,laihnōną
lake,,laichen,leka,lege,leika,𐌻𐌰𐌹𐌺𐌰𐌽,laikaną
lay,,laich,lek,leg,leikur,𐌻𐌰𐌹𐌺𐍃,laikaz
loam,leem,lehm,,,,,laimaz
,,leise,,,,,laisō
last,leest,leisten,läst,læst,,𐌻𐌰𐌹𐍃𐍄𐍃,laistaz
last,leesten,leisten,,,,𐌻𐌰𐌹𐍃𐍄𐌾𐌰𐌽,laistijaną
lark,leeuwerik,lerche,lärka,lærke,lævirki,,laiwarikǭ
lear,leren,lehren,lära,lære,læra,𐌻𐌰𐌹𐍃𐌾𐌰𐌽,laizijaną
,,,,,,𐌻𐌰𐌹𐍃𐌴𐌹𐌽𐍃,laizīniz
lore,leer,lehre,,,,𐌻𐌰𐌹𐍃𐍉,laizō
loathe,,,,ledes,leiða,,laiþāną
loath,leed,leid,led,led,leiður,,laiþaz
,,leiden,,,leiða,,laiþijaną
lake,laken,lachen,lakan,lagen,lak,,lakaną
leach,lekken,lecken,,,,,lakjaną
lake,laak,lache,,,,,lakō
lame,lam,lahm,lam,lam,lami,,lamaz
lamb,lam,lamm,lamm,lam,lamb,𐌻𐌰𐌼𐌱,lambaz
,lemmen,lähmen,lämma,læmme,lemja,,lamjaną
,,,lås,lås,lás,,lamsaz
land,land,land,land,land,land,𐌻𐌰𐌽𐌳,landą
,,,,,landbúi,,landabūwô
,,,,,landkaup,,landakaupaz
,,landessitte,,,landsiður,,landasiduz
landscape,landschap,landschaft,landskap,,landskapur,,landaskapiz
,,,,,landskuld,,landaskuldiz
lend,lende,lende,länd,lænd,lend,,landį̄
,belenden,länden,lända,lænde,lenda,,landijaną
,,,,,landi,,landô
long,lang,lang,lång,lang,langur,𐌻𐌰𐌲𐌲𐍃,langaz
,,länge,,,,𐌻𐌰𐌲𐌲𐌴𐌹,langį̄
linge,lengen,längen,länga,,lengja,,langijaną
length,lengte,längde,längd,længde,lengd,,langiþō
long,langen,gelangen,långa,længes,langa,,langōną
lane,laan,lane,lån,,lön,,lanō
,lepel,löffel,,,,,lapilaz
,,,,,lepja,,lapjaną
lap,labben,,lapa,,,,lappōną
,,,,,,𐌻𐌰𐍃𐌹𐍅𐍃,lasiwaz
lusk,,,,,,,laskaz
,lessen,löschen,,,,,laskijaną
lusk,las,,,,löskur,,laskwaz
,,,,,lata,,latāną
late,laat,lass,lat,lad,latur,𐌻𐌰𐍄𐍃,lataz
let,letten,verletzen,,,letja,𐌻𐌰𐍄𐌾𐌰𐌽,latjaną
lath,lat,latte,,,,,lattō
leaf,loof,laub,löv,løv,lauf,𐌻𐌰𐌿𐍆𐍃,laubą
leave,loven,lauben,,,leyfa,,laubijaną
leave,love,laube,,,,,laubō
,,,,,,𐌻𐌰𐌿𐌸𐍃,laudaz
,laai,,,,leygur,,laugiz
,,,lönn,løn,,,laugnaz
lain,loochenen,leugnen,,,leyna,𐌻𐌰𐌿𐌲𐌽𐌾𐌰𐌽,laugnijaną
lye,loog,lauge,lög,løv,laug,,laugō
leigh,lo,loh,,,ló,,lauhaz
leek,look,lauch,lök,løg,laukur,,laukaz
,loon,lohn,lön,løn,laun,𐌻𐌰𐌿𐌽,launą
leap,loop,,löp,løb,laupur,,laupaz
loose,loos,los,lös,løs,laus,𐌻𐌰𐌿𐍃,lausaz
leese,lozen,lösen,lösa,løse,leysa,𐌻𐌰𐌿𐍃𐌾𐌰𐌽,lausijaną
,,,lösen,løsen,lausn,𐌻𐌰𐌿𐍃𐌴𐌹𐌽𐍃,lausīniz
leasing,,lösung,,,lausung,,lausungō
lather,,,lödder,,lauður,,lauþrą
lather,,,löddra,,leyðra,,lauþrijaną
,,,lagg,lugge,lögg,,lawwō
lath,,laden,,,,,laþô
,,,,,löð,𐌻𐌰𐌸𐌰,laþō
lathe,laden,laden,,,laða,𐌻𐌰𐌸𐍉𐌽,laþōną
,,,,,löðun,𐌻𐌰𐌸𐍉𐌽𐍃,laþōniz
low,laag,läg,låg,lav,lágur,,lēgaz
,,,,,lægur,,lēgiz
,laagte,,lägd,lejd,lægð,,lēgiþō
lair,leger,lager,läger,lejr,,𐌻𐌹𐌲𐍂𐍃,legrą
leak,lekken,lechen,läka,,leka,,lekaną
leech,,,läkare,læge,læknir,𐌻𐌴𐌺𐌴𐌹𐍃,lēkijaz
,,,,,lækn,,lēkinō
,,,läka,,lækna,𐌻𐌴𐌺𐌹𐌽𐍉𐌽,lēkinōną
,,,,,,𐌻𐌴𐌺𐍃,lēkiz
,,,läpp,læbe,,,lepô
lease,lezen,lesen,läsa,læse,lesa,𐌻𐌹𐍃𐌰𐌽,lesaną
,lessen,löschen,,,,,leskaną
lease,laten,lassen,låta,lade,láta,𐌻𐌴𐍄𐌰𐌽,lētaną
,laat,lite,,,,𐌻𐌴𐍄𐍃,lētaz
liefly,lieflijk,lieblich,ljuvlig,,ljúflegur,𐌻𐌹𐌿𐌱𐌰𐌻𐌴𐌹𐌺𐍃,leubalīkaz
lief,lief,lieb,ljuv,,ljúfur,𐌻𐌹𐌿𐍆𐍃,leubaz
,,liebe,,,,,leubō
,,,luden,lodden,loðinn,𐌻𐌹𐌿𐌳𐌰𐌽,leudaną
lie,liegen,lügen,ljuga,lyve,ljúga,𐌻𐌹𐌿𐌲𐌰𐌽,leuganą
,,,,,,𐌻𐌹𐌿𐌲𐌰𐌽,leugāną
,,,,,,𐌻𐌹𐌿𐌲𐌰,leugō
leam,,,,,ljómi,,leuhmô
,,,ljus,lys,ljós,,leuhsą
,,,ljus,lys,ljós,,leuhsaz
light,licht,licht,,,,,leuhtą
light,licht,licht,,,ljótur,,leuhtaz
louk,,liechen,,,,,leukaną
leese,,,,,,𐌻𐌹𐌿𐍃𐌰𐌽,leusaną
lesk,lies,,ljumske,lyske,ljóski,,leuskô
,,,,,ljósta,,leustaną
,,,,,ljótur,𐌻𐌹𐌿𐍄𐍃,leutaz
leed,lied,lied,,,ljóð,𐌻𐌹𐌿𐌸,leuþą
,,,,,ljóða,𐌻𐌹𐌿𐌸𐍉𐌽,leuþōną
,,,,,ljóðan,,leuþōniz
,,,,,,𐌻𐌴𐍅,lēwą
lewd,,,,,,𐌻𐌴𐍅𐌾𐌰𐌽,lēwijaną
,,,lie,le,ljár,,lewô
leer,laar,leer,,,,,lēziz
lathe,,,,,láð,,lēþą
leather,leer,leder,läder,læder,leður,,leþrą
life,lijf,leib,liv,liv,líf,,lībą
live,leven,leben,leva,leve,lifa,𐌻𐌹𐌱𐌰𐌽,libjaną
liver,lever,leber,lever,lever,lifur,,librō
,,,lemna,levne,lifna,𐌻𐌹𐍆𐌽𐌰𐌽,lifnaną
lie,liggen,liegen,ligga,ligge,liggja,𐌻𐌹𐌲𐌰𐌽,ligjaną
,,leihen,,,ljá,𐌻𐌴𐌹𐍈𐌰𐌽,līhwaną
leech,lijk,leiche,lik,lig,lík,𐌻𐌴𐌹𐌺,līką
likam,lichaam,leichnam,lekamen,legeme,líkami,,līkahamô
like,lijken,leichen,lika,lige,líka,𐌻𐌴𐌹𐌺𐌰𐌽,līkāną
,,,,,líkja,,līkijaną
,,,,,líkna,,līkinōną
lech,likken,lecken,,,,,likkōną
,lekker,lecker,,,,,likkraz
lime,lijm,leim,lim,lim,lím,,līmaz
lime,lijmen,leimen,limma,lime,líma,,līmijaną
limp,,,,,,,limpaną
limb,leem,,lem,lem,limur,,limuz
line,lijn,lein,lin,,lín,𐌻𐌴𐌹𐌽,līną
linden,,linden,,,,,lindīnaz
lind,linde,linde,lind,lind,lind,,lindō
ling,,,ljung,lyng,lyng,,lingwą
,gelingen,gelingen,,,,,lingwaną
light,licht,leicht,lätt,let,léttur,𐌻𐌴𐌹𐌷𐍄𐍃,linhtaz
light,lichten,,,lette,létta,,linhtijaną
lin,,,linna,linne,linna,𐌻𐌹𐌽𐌽𐌰𐌽,linnaną
line,lijn,leine,lina,line,lína,,līnǭ
,lenig,,,,linur,,linwaz
,lindeworm,lindwurm,,lindorm,linnormur,,linþawurmiz
lithe,lind,lind,lindorm,lindorm,linnur,𐌻𐌹𐌽𐌸𐍃,linþaz
,,,,,,𐌻𐌴𐌹𐍃,līsaz
list,list,list,list,list,list,𐌻𐌹𐍃𐍄𐍃,listiz
list,lijst,leiste,lista,liste,lista,,līstǭ
,,,lilla,lille,lítill,𐌻𐌴𐌹𐍄𐌹𐌻𐍃,lītilaz
lith,lieden,leute,,,ljóður,𐌻𐌹𐌿𐌸𐍃,liudiz
,,,lysa,lyse,lýsa,,liuhsijaną
light,luchten,leuchten,,,,𐌻𐌹𐌿𐌷𐍄𐌾𐌰𐌽,liuhtijaną
,,,,,lýti,𐌻𐌹𐌿𐍄𐌴𐌹,liutį̄
,,,,,,𐌻𐌹𐍃𐌰𐌽,lizaną
,lijden,leiden,lida,lide,líða,𐌻𐌴𐌹𐌸𐌰𐌽,līþaną
,,,,,líð,𐌻𐌴𐌹𐌸𐌿,līþu
lithy,ledig,ledig,ledig,,liðugur,,liþugaz
lith,lid,glied,led,led,liður,𐌻𐌹𐌸𐌿𐍃,liþuz
loof,,,love,love,lófi,𐌻𐍉𐍆𐌰,lōfô
,,lug,,,lóg,,lōgą
,leek,,,,lækur,,lōkiz
,,,,,lómur,,lōmaz
lofe,lof,lob,lov,lov,lof,,lubą
,,,,,lofgjarn,,lubagernaz
,,,,,,𐌻𐌿𐌱𐌰𐌽,lubāną
lib,,luppe,luf,,lyf,𐌻𐌿𐌱𐌹,lubją
,,,,,lyfja,,lubjaną
love,,,,,,𐌻𐌿𐌱𐍉,lubō
lofe,loven,loben,lova,love,lofa,,lubōną
lift,luchten,lüften,lyfta,løfte,lyfta,,luftijaną
loft,lucht,luft,loft,luft,loft,𐌻𐌿𐍆𐍄𐌿𐍃,luftuz
lie,,lug,,,,,lugiz
low,,,låge,lue,logi,,lugô
,,,,,,𐌻𐌰𐌿𐌷𐌰𐍄𐌾𐌰𐌽,luhatjaną
losse,los,luchs,lo,los,,,luhsaz
locket,lok,loch,lock,låg,lok,𐌻𐌿𐌺,luką
lock,luiken,lauchen,lucka,,lúka,𐌻𐌿𐌺𐌰𐌽,lūkaną
,,,lyckel,løgel,lykill,,lukilaz
lock,lok,locke,lock,lok,lokkur,,lukkaz
,lokken,locken,,lokke,lokka,,lukkōną
,,,,,,𐌻𐌿𐌽𐍃,lunaz
,,,,,lyndi,,lundiją
,,,,,lund,,lundō
lung,,,,,,,lunganjō
,long,lunge,lunga,lunge,lunga,,lungô
louse,luis,laus,lus,lus,lús,,lūs
lose,,,lossna,løsne,losna,,lusą
,lossen,,,,losa,,lusōną
list,gelusten,gelüste,lysta,lyste,lysta,,lustijaną
lust,lusten,gelusten,lusta,,,𐌻𐌿𐍃𐍄𐍉𐌽,lustōną
lustsome,,lustsam,,,,𐌻𐌿𐍃𐍄𐌿𐍃𐌰𐌼𐌰,lustusamaz
lust,lust,lust,lust,lyst,losti,𐌻𐌿𐍃𐍄𐌿𐍃,lustuz
lout,,,luta,lude,lúta,,lūtaną
little,luttel,lützel,,,,,lūtilaz
lote,,,,,,𐌻𐌿𐍄𐍉𐌽,lutōną
,teleur,,,,,,luziz
,luier,lauder,,,,𐌻𐌿𐌸𐌰𐍂𐌰,lūþarō
,,lode,,,loði,,luþô
madder,,,madra,,maðra,,madarǭ
may,mogen,mögen,må,må,má,𐌼𐌰𐌲𐌰𐌽,maganą
,,,,,magna,,maganōną
maid,maagd,magd,,,,𐌼𐌰𐌲𐌰𐌸𐍃,magaþs
main,,,mägen,,megin,,maginą
,,,,,megna,,maginōną
maw,maag,magen,mage,mave,magi,,magô
,mager,mager,mager,mager,magur,,magraz
,,,,,megri,,magrį̄
,,,,,megra,,magrijaną
,,,,,mögur,𐌼𐌰𐌲𐌿𐍃,maguz
mighty,machtig,mächtig,mäktig,mægtig,máttugur,𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃,mahtīgaz
matilda,,mathilde,,,matthildur,,mahtihildiz
,,,,,,𐌼𐌰𐌷𐍄𐌾𐌰𐌽,mahtijaną
mightless,machteloos,machtlos,maktlös,,máttlaus,,mahtilausaz
might,macht,macht,,,máttur,𐌼𐌰𐌷𐍄𐍃,mahtiz
,,gemeit,med,mede,meiður,𐌼𐌰𐌹𐌸𐍃,maidaz
,,,,,meiða,𐌼𐌰𐌹𐌳𐌾𐌰𐌽,maidijaną
mole,,meil,,,,𐌼𐌰𐌹𐌻,mailą
mammer,,,,,,,maimrōną
manswear,meineed,meineid,men,men,mein,,mainą
,meineed,meineid,mened,mened,meineiður,,mainaiþaz
,,,,,meinsvari,,mainaswarô
,,mein,,,meinn,,mainaz
mean,menen,vermeinen,mena,mene,meina,,mainijaną
mean,,,,,,,mainiz
moan,,,,,,,mainō
mere,meerpaal,,landamäre,,landamæri,,mairiją
mash,,maisch,,,,,maiską
mash,,maisch,,,,,maiskaz
mouse,mees,meise,,,,,maisǭ
mease,mees,meise,,,,,maisō
most,meest,meist,mest,mest,mest,𐌼𐌰𐌹𐍃𐍄,maist
,,,meta,,meita,𐌼𐌰𐌹𐍄𐌰𐌽,maitaną
,,,meta,,meita,,maitijaną
,,meißel,,,meitill,,maitilaz
mew,mok,meew,mås,måge,már,,maiwaz
more,meer,mehr,mer,mer,meir,𐌼𐌰𐌹𐍃,maiz
,,,,,,𐌼𐌰𐌹𐌸𐌼𐍃,maiþmaz
mackly,makkelijk,mack,,,maklegur,,makaz
make,,macker,make,mage,maki,,makô
,malen,mahlen,mala,male,mala,𐌼𐌰𐌻𐌰𐌽,malaną
,maal,,,,,,malhō
malm,,malm,malm,malm,málmur,𐌼𐌰𐌻𐌼𐌰,malmaz
masker,mals,,,,,𐌼𐌰𐌻𐍃𐌺𐍃,malskaz
malt,mout,malz,malt,malt,malt,,maltą
,,mälzen,,,melta,𐌼𐌰𐌻𐍄𐌾𐌰𐌽,maltijaną
manifold,menigvoud,mannigfaltig,mångfald,mangefold,margfaldur,𐌼𐌰𐌽𐌰𐌲𐍆𐌰𐌻𐌸𐍃,managafalþaz
many,menig,mannig,marg,mangen,margur,𐌼𐌰𐌽𐌰𐌲𐍃,managaz
many,,menge,mänge,mænge,mengi,𐌼𐌰𐌽𐌰𐌲𐌴𐌹,managį̄
,menigte,,mängd,mængde,,,managiþō
mankin,,,,mandkøn,mannkyn,,manakunją
manless,manloos,mannlos,,,mannlauss,,manalausaz
,,,,,mannlíkan,𐌼𐌰𐌽𐌻𐌴𐌹𐌺𐌰,manalīkô
,,,,,mannæli,𐌼𐌰𐌽𐌰𐌿𐌻𐌹,manauliją
,,,,,men,,manją
,,,manke,manke,makki,,mankô
man,man,mann,man,mand,maður,𐌼𐌰𐌽𐌽𐌰,mann-
mensk,mens,mensch,mänska,menneske,mennskur,𐌼𐌰𐌽𐌽𐌹𐍃𐌺𐍃,manniskaz
man,,bemannen,bemanna,,manna,,mannōną
mane,maan,mähne,man,man,mön,,manō
,manen,mahnen,,,,,manōną
mare,,mähre,,,mar,𐌼𐌰𐍂𐌷𐍃,marhaz
mare,merrie,mähre,märr,mær,meri,,marhijō
,,,,,mör,,marhwaz
mere,meer,meer,mar-,mar-,mar,𐌼𐌰𐍂𐌴𐌹,mari
march,,merk,,,,,marikiz
mereswine,meerzwijn,meerschwein,marsvin,marsvin,marsvín,,mariswīną
,,,,,merja,,marjaną
mark,merk,mark,mark,mark,mark,,marką
,,,,,markland,,markalandą
,merken,merken,,,merkja,,markijaną
mark,mark,mark,mark,mark,mörk,𐌼𐌰𐍂𐌺𐌰,markō
march,,,,,marka,,markōną
mare,mare,mahr,mara,mare,mara,,marǭ
mellow,murw,mürbe,mör,mør,meyr,,marwaz
mar,,merren,,,merja,𐌼𐌰𐍂𐌶𐌾𐌰𐌽,marzijaną
,marter,marder,,,,,marþraz
,,,mård,mår,mörður,,marþuz
mesh,maas,masche,maska,maske,möskvi,,maskwǭ
,maas,maas,,,,,masō
amaze,,,masa,mase,masa,,masōną
mast,mast,mast,mast,mast,mastur,,mastaz
mazer,maser,maser,masur,masur,mösurr,,masuraz
,,,,,,𐌼𐌰𐍄𐌹𐌱𐌰𐌻𐌲𐍃,matibalgiz
meat,met,,mat,mad,matur,𐌼𐌰𐍄𐍃,matiz
,,mett,,,,,matją
,,,,,metja,𐌼𐌰𐍄𐌾𐌰𐌽,matjaną
,,,mata,made,mata,,matōną
,,,,,maur,,mauraz
,,,mö,mø,mær,𐌼𐌰𐍅𐌹,mawī
,,,,,meyla,𐌼𐌰𐍅𐌹𐌻𐍉,mawilǭ
marrow,merg,mark,märg,marv,mergur,,mazgą
maddock,,,matk,maddike,maðkur,,maþikô
mail,,mahl,mål,mål,mál,𐌼𐌰𐌸𐌻,maþlą
mell,,vermählen,mäla,mæle,mæla,𐌼𐌰𐌸𐌻𐌾𐌰𐌽,maþlijaną
mad,made,made,,,,𐌼𐌰𐌸𐌰,maþô
mow,maaien,mähen,,,,,mēaną
,,,,,mjöðm,𐌼𐌹𐌳𐌿𐌼𐌰,medumō
,,,,,,𐌼𐌹𐌳𐌿𐌼𐍉𐌽,medumōną
meadwort,,,mjödört,mjødurt,mjaðurt,,meduwurtiz
mead,mede,met,mjöd,mjød,mjöður,,meduz
mead,made,mede,,,,,mēdwō
may,maag,mage,måg,måg,mágur,𐌼𐌴𐌲𐍃,mēgaz
,,mich,mig,mig,mig,𐌼𐌹𐌺,mek
meak,,,,,mækir,𐌼𐌴𐌺𐌴𐌹𐍃,mēkijaz
meal,maal,mahl,mål,mål,mál,𐌼𐌴𐌻,mēlą
,malen,malen,måla,male,mála,,mēlāną
milds,melde,melde,målla,mælde,,,meldǭ
,,,,,,𐌼𐌹𐌻𐌷𐌼𐌰,melhmô
,,,,,mæla,𐌼𐌴𐌻𐌾𐌰𐌽,mēlijaną
milk,melken,melken,,,,,melkaną
,,melk,,,mjólkur,,melkaz
,malen,malen,måla,male,mála,,mēlōną
melt,,,multen,,melta,,meltaną
milt,milt,milt,mjälte,,,,meltǭ
milk,,,mjölka,malke,mjólka,,melukōną
milk,melk,milch,mjölk,mælk,mjólk,𐌼𐌹𐌻𐌿𐌺𐍃,meluks
meal,meel,mehl,mjöl,mel,mjöl,,melwą
moon,maan,mond,måne,måne,máni,𐌼𐌴𐌽𐌰,mēnô
month,maand,monat,månad,måned,mánuður,𐌼𐌴𐌽𐍉𐌸𐍃,mēnōþs
,,,,,,𐌼𐌴𐍂𐍃,mēraz
,vermaren,,,,mæra,𐌼𐌴𐍂𐌾𐌰𐌽,mērijaną
mere,,,,,mær,𐌼𐌴𐍂𐌴𐌹𐍃,mērijaz
,,,,,mærð,𐌼𐌴𐍂𐌹𐌸𐌰,mēriþō
mirk,,,mörk,mørk,myrkur,,merkuz
mete,meten,messen,mäta,,meta,,metaną
,,,,,,𐌼𐌹𐍄𐌰𐌸𐍃,metaþs
,,,,,mætur,,mētiz
,maat,maß,,,,,mētō
,,messen,,,,𐌼𐌹𐍄𐍉𐌽,metōną
math,,mahd,,,,,mēþą
mead,made,,,,,,mēþwō
mid,met,mit,med,med,með,𐌼𐌹𐌸,midi
mid,,mitte,,,,,midją
midday,middag,mittag,middag,middag,miðdegi,,midjadagaz
middle earth,,,midgård,midgård,miðgarður,,midjagardaz
midnight,middernacht,mitternacht,midnatt,midnat,miðnætti,,midjanahts
midsummer,midzomer,mittsommer,midsommar,midsommer,miðsumar,,midjasumaraz
mid,mid,mitte,mid,,miður,𐌼𐌹𐌳𐌾𐌹𐍃,midjaz
,,,midja,midje,miðja,,midjǭ
middle,middel,mittel,medel,middel,meðal,,midlą
,,,miga,mige,míga,,mīganą
mist,mist,mist,mist,mist,mistur,,mihstaz
,mest,mist,,,,𐌼𐌰𐌹𐌷𐍃𐍄𐌿𐍃,mihstuz
much,mekel,michel,mycket,meget,mikið,𐌼𐌹𐌺𐌹𐌻𐍃,mikilaz
,,,,,,𐌼𐌹𐌺𐌹𐌻𐌴𐌹,mikilį̄
,,,,,,𐌼𐌹𐌺𐌹𐌻𐌾𐌰𐌽,mikiljaną
,,,,,mikla,,mikilōną
mild,mild,milde,mild,mild,mildur,,mildijaz
,,,,,,𐌼𐌹𐌻𐌳𐌹𐌸𐌰,mildiþō
,,,,,,𐌼𐌹𐌻𐌹𐌸,mili
,milt,milz,,milt,milta,,miltiją
mimmer,mijmeren,mimereren,,,,,mīmrōną
,,,,,,𐌼𐌹𐌼𐌶,mimzą
my,mijn,mein,min,min,minn,𐌼𐌴𐌹𐌽𐍃,mīnaz
,,,,,minjar,𐌼𐌹𐌽𐌳𐍃,mindiz
,,minne,,,,,minjō
minse,,,minska,mindske,minnka,,minnisōną
,minst,,minst,mindst,minnstur,𐌼𐌹𐌽𐌽𐌹𐍃𐍄𐍃,minnistaz
min,min,,,,,𐌼𐌹𐌽𐍃,minniz
,minder,minder,mindre,mindre,minni,𐌼𐌹𐌽𐌽𐌹𐌶𐌰,minnizô
min,,,minne,minde,minni,𐌼𐌹𐌽𐌸𐌹,minþiją
,,,minna,minde,minna,,minþijaną
mirk,,,,,myrkja,,mirkwijaną
mix,,mischen,,,,,miskijaną
miss,,,,,missir,,miss
mis-,mis-,miss-,miss-,mis-,mis-,𐌼𐌹𐍃𐍃𐌰-,missa-
misdeed,misdaad,missetat,missdåd,misdåd,,𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌸𐍃,missadēdiz
,,misslich,,,mislíkur,𐌼𐌹𐍃𐍃𐌰𐌻𐌴𐌹𐌺𐍃,missalīkaz
miss,missen,missen,mista,miste,missa,,missijaną
mistletoe,mistel,mistel,mistel,mistelten,mistilteinn,,mistilaz
pismire,mier,miere,myra,myre,,,miurijǭ
mire,,,myr,,mýri,,miuzijō
me,mij,mir,,,mér,𐌼𐌹𐍃,miz
meed,miede,miete,,,,𐌼𐌹𐌶𐌳𐍉,mizdō
,mijden,meiden,,,,,mīþaną
moody,moedig,einmütig,modig,modig,,𐌼𐍉𐌳𐌰𐌲𐍃,mōdagaz
mood,moed,muth,mod,mod,móður,𐌼𐍉𐌸𐍃,mōdaz
mother,moeder,mutter,moder,mor,móðir,,mōdēr
motherless,moederloos,mutterlos,moderlös,moderløs,móðurlaus,,mōdērlausaz
,,mohn,vallmo,valmue,,,mōhô
,moei,möh,,,,,mōijǭ
,moeite,mühen,,,,𐌼𐍉𐌾𐌰𐌽,mōjaną
mama,moene,muhme,muna,,móna,,mōmǭ
moor,moer,,,mor,,𐌼𐌰𐍂𐌴𐌹,mōraz
,moes,gemüse,mos,mos,,,mōsą
moot,,,möte,møde,mót,𐌼𐍉𐍄𐌾𐌰𐌽,mōtą
must,moeten,müssen,måste,,,,mōtaną
meet,ontmoeten,entmuten,möta,møde,mæta,,mōtijaną
,muit,maut,muta,,múta,𐌼𐍉𐍄𐌰,mōtō
,,müden,möda,møde,mæða,,mōþijaną
,moede,müde,mod,mod,móður,,mōþuz
midge,mug,mücke,mygga,myg,,,mugjō
,,,mygg,,mý,,mują
muck,,,,møg,myki,,muk
mooch,,meucheln,,,,,mūk
,muil,maul,,,,,mūlą
mouldwarp,,,,,,,muldawurpiz
,,,,,mylda,,muldijaną
mold,moude,molte,mull,muld,mold,𐌼𐌿𐌻𐌳𐌰,muldō
,muilen,,myla,,,,mūlijaną
,,mühlen,,,mylja,,muljaną
,,,,,mylkur,,mulkiz
,,,mule,mule,múli,,mūlô
,muil,,,,,𐌼𐌿𐌻𐌰,mūlō
mun,,,månde,monne,muna,𐌼𐌿𐌽𐌰𐌽,munaną
,,,,,,𐌼𐌿𐌽𐌰𐌽,munāną
mind,,,,,,,mundiz
mound,mond,mund,,,mund,,mundō
,,,,,munda,𐌼𐌿𐌽𐌳𐍉𐌽,mundōną
,,munter,,,,,mundraz
,,,,,,𐌼𐌿𐌽𐌳𐍂𐌴𐌹,mundrį̄
,,,mån,,munur,𐌼𐌿𐌽𐍃,muniz
mouth,mond,mund,mun,mund,munnur,𐌼𐌿𐌽𐌸𐍃,munþaz
morrow,morgen,morgen,morgon,morgen,morgunn,𐌼𐌰𐌿𐍂𐌲𐌹𐌽𐍃,murginaz
morning gift,morgengave,morgengabe,,,morgungjöf,,murgnagebō
merry,,murk,,,,,murguz
more,,möhre,morot,,mura,,murhǭ
more,,morche,,,,,murhō
mourn,,,,,,𐌼𐌰𐌿𐍂𐌽𐌰𐌽,murnaną
mourn,,,,,,,murnaz
murth,moord,mord,mord,mord,morð,,murþą
,,morden,,myrde,myrða,,murþijaną
murther,,,,,,𐌼𐌰𐌿𐍂𐌸𐍂,murþrą
murder,,mördern,,,,𐌼𐌰𐌿𐍂𐌸𐍂𐌾𐌰𐌽,murþrijaną
,,,,,,𐌼𐌰𐌿𐍂𐌸𐍂𐌾𐌰,murþrijô
mouse,muis,maus,mus,mus,mús,,mūs
moss,mos,moos,mosse,mose,mosi,,musą
,,,,musk,,,muskiz
moth,mot,,,,,,mut
,modder,moder,,,,,muþraz
moth,mot,,,,,,muþþǭ
navel,navel,nabel,navel,navle,nafli,,nabalô
neb,nebbe,nibbe,näv,næb,nef,,nabją
nave,naaf,nabe,nav,nav,nöf,,nabō
auger,avegaar,näber,navar,naver,nafar,,nabōgaizaz
,,,,,naður,𐌽𐌰𐌳𐍂𐍃,nadraz
adder,adder,natter,,,naðra,,nadrǭ
nail,nagel,nagel,nagel,negl,nögl,𐌽𐌰𐌲𐌻𐍃,naglaz
nail,nagelen,nageln,nagla,,negla,,naglijaną
,nachten,nachten,,,nátta,,nahtāną
