English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
,,,,,fərjoʊːr,,ɸraiwijaz
fɹeɪkt,,,,,fɪːɾrɪrrgʏnna,ɸrakunnan,ɸrakunnanã
fɹeɪkt,,,,,,ɸrakunθs,ɸrakunθaz
,,,,,,ɸrakʷiman,ɸrakʷemanã
,,,,,fɪːɾrɪrrgʋɛːða,ɸrakʷiθan,ɸrakʷeθanã
fɔːlɪt,vərlaːtən,fɛɾlasən,fœrloːta,,,ɸraleːtan,ɸraleːtanã
fɔːliːz,vərlizən,fɛɾliːrən,,,,ɸraliusan,ɸraleusanã
,,fɛɾlʊst,,,,ɸralusts,ɸralustiz
,,,lɔsna,lʔʌsnə,lɔsna,ɸralusnan,ɸraluznanã
fɹəʊ,,,fram,fʁam,fəraːm,ɸram,ɸram
fɹɛmdiː,vreːmt,frɛmt,frɛmad,fʁaməð,fəraːmandɪ,ɸramaθiːs,ɸramaθiz
,,,,,,ɸramaθjan,ɸramaθjanã
fɹeɪm,,,frɛmja,fʁamə,fərɛmja,,ɸramjanã
fɹeɪm,vraːmən,,,,,,ɸramɔːnã
,vərneːmən,fɛɾneːmən,,,,ɸraniman,ɸranemanã
fɹaŋk,frɑŋk,fraŋkə,,,fərahɟɪ,,ɸrankɔːː
fɔːfeə,vərvaːrən,fɛɾfɑːrən,,,fɪːɾrɪrrfaɾra,,ɸraɸaranã
,vərslɪndən,fɛɾʃlɪŋən,,,,ɸraslindan,ɸraslindanã
fɔːstand,,,,,,,ɸrastandanã
,,,,,,ɸratwjan,ɸratwijanã
,,,,,,ɸrawardjan,ɸrawardijanã
,vroːlək,froː,,,fəraʊːr,ɸrɔːs,ɸrawaz
fɔːwɜːθ,vərʋɔrdən,,,,,ɸrawɛːrθan,ɸrawerθanã
,vərʋɛɪtən,fɛɾvaɪzən,,,,ɸrawiːtan,ɸrawiːtanã
,,,frɛj,,fəreɪːr,,ɸrawjaz
,vrʌʊə,fraʊ,frɛja,fʁɑja,fəreɪːja,,ɸrawjɔ̃ː
,vroːn,frɔnlaɪçnɑːm,frøː,,fəreɪːr,ɸrɔːja,ɸrawjɔːː
fɔːwɜːk,,,,,,ɸrawɔːrkjan,ɸrawurkijanã
fɔːbeə,,,,,,ɸraβɛːran,ɸraβeranã
,,,,,,ɸraθjan,ɸraθjanã
,vraːx,frɑːgə,,,,,ɸreːɣɔː
,vrɛk,frɛç,frɛk,fʁak,fərɛːgʏr,ɸriks,ɸrekaz
fɹiːk,,,,,,,ɸrekɔːː
,,,frɪst,fʁʔest,fərɛsdʏr,,ɸrestã
fɹiːz,vrizən,friːrən,fryːsa,fʁysə,fərjoʊːsa,,ɸreusanã
fɹeɪn,,,,,fərɛgna,ɸrɛːhnan,ɸrexnanã
,,,friːd,,fəriːðʏr,,ɸriːðaz
,,,,,fəriːða,ɸriːðjan,ɸriːðijanã
,,,frɛlsa,fʁalsə,fərɛlsa,ɸriːhaːls,ɸrijaxalsaz
fɹiː,vrɛɪ,fraɪ,,,,ɸriːs,ɸrijaz
,,,frɪg,fʁʔeg,fərɪg,,ɸrijjɔː
fɹiː,vrɛɪən,fraɪən,friːa,fʁʔi,fərjaʊː,ɸrijoːn,ɸrijɔːnã
fɹɛndli,vrindələk,frɔøntlɪç,,fʁanəlʔi,fəriːnɪlɛːɣʏr,,ɸrijɔːndliːkaz
fɹɛnd,vrint,frɔønt,frɛndə,fʁanə,fəraɪndɪ,ɸrijoːnds,ɸrijɔːndz
fɹɪz,,,,,,,ɸrisaz
fɹɪsk,frɪs,frɪʃ,fɛʂk,fεɐ̯sk,fɛrrsgʏr,,ɸriskaz
fɹɪst,,frɪst,,,,,ɸristiz
,,,,,fərjɛhd,,ɸrixtiz
,,friːdəl,frɪla,fʁʔelə,fərɪdla,,ɸriθilaz
,vreːdən,friːdən,freːda,,fərɪːða,ɸriθoːn,ɸriθɔːnã
,,,,,fərɪːðan,ɸriθoːns,ɸriθɔːniz
,,frɪdgɜ,,,fərɪðgeɪr,,ɸriθuɣaizaz
,,,,,fərɪðland,,ɸriθulandã
fɹɛdmʌnd,,friːdmʊnt,,,fərɪðmʏndʏr,,ɸriθumundɔː
,freːdɪːrɪk,friːdɾɪç,,,fərɪðərɪg,,ɸriθuriːks
,vreːdzaːm,friːdzɑːm,,,fərɪðsamʏr,,ɸriθusamaz
fɹɪθ,vreːdə,friːdə,freːd,fʁεð,fərɪːðʏr,ɸriθus,ɸriθuz
fɹɛdbət,,friːdbɜt,,,fərɪðbɛrrd,,ɸriθuβerxtaz
fɹuːd,vrut,,fruːd,fʁʔoð,fəroʊːðʏr,ɸroːθs,ɸrɔːðaz
,,,,,fəraɪːðɪ,ɸroːðiː,ɸrɔːðĩː
,vrudən,,,,fəraɪːða,,ɸrɔːðijanã
,,,,fʁoðə,fəroʊːðɪ,,ɸrɔːðɔːː
,,fryː,,,,,ɸrɔːi
,,,,,fəraɪghn,,ɸrɔːkŋiz
,vrux,fryːə,,,,,ɸrɔːwaz
fɜːnɪʃ,,frɔmən,,,,ɸrumjan,ɸrumjanã
fɔːmə,vroːm,frɔm,frɔm,,fərʏːm,ɸruma,ɸrumɔːː
fɹɒsk,vɔrs,frɔʃ,,,fərɔsgʏr,,ɸruskaz
,vɔrstən,frɔstən,,,fərɔsda,,ɸrustaːnã
fɹɒst,vɔrst,frɔst,frɔst,fɐ̯ʔʌst,fərɔsd,,ɸrustaz
fɹɒθ,,,,,fərɔːða,,ɸruθɔ̃ː
faʊl,vœyl,faʊl,fʉl,fʔul,futl,ɸuls,ɸuːlaz
faɪl,vœylən,,,,fiːla,,ɸuːlijanã
faʊl,voːɣəl,foːgəl,foːjəl,fʔul,fʏgl,ɸuɣls,ɸuɣlaz
fʌk,fɔkən,,fʊkka,,fɔhga,,ɸukkɔːnã
fəʊld,,,,,fɔld,,ɸuldɔː
fɒləʊ,vɔlɣən,fɔlgən,,,,,ɸulgaːnã
,,,fœlja,fʔœljə,fɪlɟa,,ɸulgijanã
fəʊk,vɔlk,fɔlk,fɔlk,fʔʌlk,foʊlg,ɸulk,ɸulkã
,fɔlkmɑr,fɔlkmɑːɾ,,fʔʌlkmɑ,,,ɸulkameːrijaz
,,,,,foʊlgʋix,,ɸulkawiːɣã
,,,fylkə,fʔylkə,fɪlɟɪ,,ɸulkijã
fɪltʃ,,,fylka,,fɪlca,,ɸulkijanã
,,,,,fʏtl,,ɸullã
fʊl,vɔl,fɔl,fɵl,fʔul,fʏdlʏr,ɸulls,ɸullaz
fɪl,,fylə,fylə,fʔylə,fɪdlɪ,ɸulliː,ɸullĩː
fɪl,vɵlən,fylən,fyla,fʔylə,fɪdla,ɸulljan,ɸullijanã
,,,,,,ɸullnan,ɸullnanã
fəʊl,voːl,foːl,foːlə,folə,fɔːlɪ,ɸula,ɸulɔːː
fɛnəʊd,vɵns,,,,fuːna,,ɸun
,,,fynd,fɒn,fʏndʏr,,ɸundiz
fʌŋk,vɔŋk,fʊŋkə,,,,,ɸunkɔːː
,,,fʉs,fʔus,fuːs,,ɸunsaz
fiːz,,,,,fiːsa,,ɸunsijanã
,vɔxt,fɔøçt,,,,,ɸunxtijaz
fɔː,vɔːr,fɔɾ,føːrə,,,ɸɔːra,ɸurai
fɔː,,fɔɾ,,,,ɸɔːra-,ɸurai-
,vɔːrdøːr,,,,fɔrdɪɾrɪ,ɸɔːraðɔːri,ɸuraiðurjã
,,,,,,ɸɔːraɣaŋgan,ɸuraiɣaŋganã
,,,,,fɔːɾriɲɟɪ,ɸɔːraɣaŋgja,ɸuraiɣaŋgijɔːː
fɔːkʌm,vɔːrkoːmən,foːɾkɔmən,,,,ɸɔːrakʷiman,ɸuraikʷemanã
,,,,,,ɸɔːrakʷiθan,ɸuraikʷeθanã
fɔːseɪ,vɔːrzɛɣən,foːɾzɑːgən,,,fɪːɾrɪrrsɛjja,,ɸuraisaɣjanã
,vɔːrstaːn,,,,,ɸɔːrastandan,ɸuraistandanã
,,,,,,ɸɔːrds,ɸurdiz
fɔːd,vɔːrt,ft,,,,,ɸurduz
fɔː,vøːr,fyːɾ,føːrə,fʌ,fɪːɾrɪr,ɸɔːr,ɸuri
fɔː,vɛr,,,,,ɸɔːr-,ɸuri-
,,,,,,ɸɔːrgaŋgan,ɸuriɣaŋganã
,,,,,fɪːɾrɪrmʏna,,ɸurimunaːnã
fɜːst,vɔrst,fyːɾst,fœʂta,fʔœɐ̯st,fɪrrsdʏr,,ɸuristaz
fəbɪd,vərbidən,fɛɾbiːtən,fœrbjʉda,fʔʌbyðə,fɪːɾrɪrbjoʊða,ɸɔːrbiuðan,ɸuriβeuðanã
fɔːbəʊd,vərbɔt,fɛɾboːt,fœrbʉd,fɒɒbʔuð,fɔrbɔð,,ɸuriβuðã
,,,fɔrk,,fɔrrgʏr,,ɸurkaz
fɔːs,,,fɔʂ,,fɔrrs,,ɸursaz
,vɔrt,fts,,,,,ɸurtuz
,vɔːrn,foːrɛlə,,,,,ɸurxnɔː
fɜː,,føːrə,fʉra,fʔyɐ̯,fʏːɾra,,ɸurxɔː
fʌɹəʊ,vɔːr,fçə,foːra,,,,ɸurxs
,,,,,,ɸɔːrhts,ɸurxtaz
fɹaɪt,,,,,,ɸɔːrhtiː,ɸurxtĩː
,vrɵxtən,fyɾçtən,,,,ɸɔːrhtjan,ɸurxtijanã
,vrɵxt,fçt,,,,,ɸurxtɔː
fɔːθ,vɔːrt,fɔɾt,,,,,ɸurθã
,,,,,fɔrða,,ɸurθɔːnã
,,fɛːə,,,foʊːa,ɸɔːhoː,ɸuxɔ̃ː
fɒks,vɔs,fʊxs,,,,,ɸuxsaz
vɪksən,,fyksiːn,,,,,ɸuxsiniː
,,fuːt,,,fʏːð,,ɸuθiz
,,,rɑːd,ʁɑð,rœːð,,raðɔː
,,,,,rœːðʏtl,,raðuraz
,,,,,,raɣin,raɣinã
,,raɪnhɔlt,raŋnvɑːld,,rœgnʋaldʏr,,raɣinawaldaz
,rɛɪnaːrt,raɪnhaɾt,,,,,raɣinaxarduz
ɹeɪnə,,raɪnɜ,raŋnar,ʁɑjnʔʌ,ragnar,,raɣinaxarjaz
,,,,,,raɣinoːn,raɣinɔːnã
,reːts,bəraɪt,reːda,ʁɛðə,reɪːðʏr,rɛːθs,raiðaz
ɹiːd,reːdən,,reːda,ʁɛðə,reɪːða,rɛːðjan,raiðijanã
ɹəʊd,,,reːd,ʁɛð,reɪːð,rɛːða,raiðɔː
ɹiːtʃ,rɛɪkən,raɪçən,,,,,raikijanã
ɹəʊp,reːp,raɪf,reːp,ʁεb,reɪːb,rɛːps,raipaz
,reːpən,,,,reɪːba,,raipijanã
,,raɪtsən,,,,,raitijanã
ɹəʊ,reːzəm,,,,,,raix
ɹəʊ,reː,reː,roː,ʁɒ,raʊː,,raixɔːː
ɹeɪz,,,reːsa,ʁɑjsə,reɪːsa,rɛːsjan,raizijanã
,,,,,reɪːʋa,,raiβɔːnã
ɹakəl,rɑk,rɪkə,,,,,rakã
ɹakən,raːks,,,,rɛːɟɛndʏr,,rakintɔ̃ː
ɹɪtʃɛ,rɛkən,rɛkən,rɛkːa,ʁakə,,rakjan,rakjanã
,reːkɛl,raxə,,,rahɟɪ,,rakkɔːː
ɹeɪk,raːkə,rɑːk,rɑːka,ʁɑwə,raːga,rak,rakɔː
ɹam,rɑm,ram,rɑːm,ʁɑm,rammʏr,,rammaz
,raːm,rɑːmən,,,,,ramɔː
ɹaŋk,rɑŋk,,raŋk,ʁɑnk,rahgʏr,,rankaz
,,,,,rɛhca,,rankijanã
,rɛnən,rɛnən,rɛna,ʁanə,rɛnna,rannjan,rannijanã
,,,,,rɛnslɪ,,rannislɔː
,bərɪspən,,rɛfsa,ʁawsə,rɛfsa,,raɸsijanã
,,,,,raɪsda,,raskutjanã
ɹaʃ,rɑs,raʃ,rask,ʁɑsk,rœsgʏr,,raskuz
ɹɛst,rɑst,rast,rast,ʁɑst,rœsd,rasta,rastɔː
ɹat,rɑt,ratə,,,,,rattaz
,rɑt,ratsə,rɔtːa,,,,rattɔː
ɹɛd,roːt,roːt,røːd,ʁʔœð,røʏːðʏr,rɔːθs,rauðaz
,roːkən,raʊxən,røːka,ʁʔœjə,reɪːca,,raukijanã
ɹəʊk,roːk,raʊx,røːk,ʁʔœj,reɪːgʏr,,raukiz
ɹiːm,roːm,raʊm,roːm,ʁʔœmə,rjoʊːmɪ,,raumaz
,,,,,røʏːn,,raunɔː
,roːpən,raʊfən,,,,rɔːpjan,raupijanã
,,,rœsta,,reɪsda,,raustijanã
ɹiːvə,,rɔøbɜ,,,,,rauβaːrijaz
ɹəʊb,roːf,raʊp,ruːv,,,,rauβaz
bɛɹiːv,,,røːva,ʁœʋə,reɪːʋa,,rauβijanã
,,,røːv,ʁœw,røʏːf,,rauβɔː
ɹiːv,roːvən,raʊbən,,,,,rauβɔːnã
,,,roːn,ʁɑn,raʊːn,,raxnã
,,,,ʁɑnə,raɪːna,,raxnijanã
ɹiəd,,,,,rœd,razda,razdɔː
ɹansak,,,ransaka,ʁɑnsajə,ransaga,razn,raznã
,rɑt,rɑːt,,,,,raθã
,reːdə,reːdə,,,,raθjoː,raθjɔ̃ː
ɹiːd,raːdən,rɑːtən,roːda,ʁɒðə,raʊːða,reːðan,reːðanã
ɹalf,,,roːdɵlf,ʁɑðʔulf,,,reːðawulɸaz
ɹɪdɛ,raːt,rɑːt,roːd,ʁɒð,raʊːð,,reːðaz
,,,,,raʊðbanɪ,,reːðaβanɔːː
,,,,,rjaʊːʋʏr,,reːɸaz
,raːzən,,,,raɪːsa,,reːsijanã
ɹeɪs,,,,,raʊːs,,reːsɔː
ɹeɪs,raːzən,rɑːzən,,,raʊːsa,,reːsɔːnã
ɹeɪn,reːɣən,reːgən,rəŋn,ʁɑjn,rɛgn,riɣn,reɣŋã
ɹeɪndɹɒp,reːɣəndrɵpɛl,reːgəntɾɔpfən,rəŋndrɔpə,ʁɑjndʁɒbə,rɛgndərɔbɪ,,reɣŋaðrupɔːː
ɹeɪnwɔːtə,reːɣɛnʋaːtər,reːgənvasɜ,rəŋnvatːən,ʁɑjnʋan,rɛgnʋahdhn,,reɣŋawatɔːr
ɹeɪnbəʊ,reːɣənboːx,reːgənboːgən,rəŋnboːjə,ʁɑjnbuː,rɛgnbɔɪjɪ,,reɣŋaβuɣɔːː
ɹeɪn,reːɣənən,rɛgnən,rəŋna,ʁɑjnə,rɛgna,,reɣŋɔːnã
ɹɪkɛ,reːkən,rɛçən,,,,rikan,rekanã
ɹeɪk,reːk,rɛçən,,,landərɛːɟɪ,,rekɔːː
,,,,,rœhgʏr,rikʷis,rekʷaz
,,,,,,rimis,remaz
,,,,,rjoʊːða,,reuðanã
,,,,,rjoʊːðʏr,riuθs,reuðaz
ɹiːk,rœykən,riːçən,ryːka,ʁyə,rjuːga,,reukanã
ɹiːv,,,,,rjuːʋa,,reuɸanã
,,,,,rjoʊːda,,reutanã
ɹaɪt,rɛxt,rɛçt,,,,,rextã
ɹaɪt,rɛxt,rɛçt,rɛt,ʁat,rjɛhdʏr,rɛːhts,rextaz
ɹaɪd,rɛɪdən,raɪtən,riːda,ʁiðə,riːða,,riːðanã
ɹɪtʃəd,,rɪçaɾt,,,righarðʏr,,riːkaxarduz
ɹaɪk,rɛɪk,raɪç,riːkə,ʁiə,riːɟɪ,riːki,riːkijã
ɹɪtʃdəm,rɛɪgdɔm,raɪçtuːm,riːkədɔm,ʁʔidʔʌm,rigdoʊmʏr,,riːkijaðɔːmaz
,,,,,riːca,,riːkijanã
ɹaɪk,rɛɪk,raɪç,riːk,ʁʔi,riːgʏr,riːkiːs,riːkijaz
,,rɪç,,,,riːks,riːks
ɹaɪm,rɛɪm,raɪm,riːm,ʁʔim,riːm,,riːmã
ɹaɪm,rɛɪmən,raɪmən,,,,,riːmanã
ɹaɪn,rɛɪn,raɪn,rheːn,ɐ̯inən,riːn,,riːnaz
ɹaɪp,rɛɪp,raɪf,,,,,riːpiz
,rɛɪp,,,,,,riːpɔː
ɹaɪv,,,riːva,ʁiʋə,riːʋa,,riːɸanã
,,,,,,riːran,riːraːnã
ɹaɪz,rɛɪzən,raɪzən,riːsa,,riːsa,riːsan,riːsanã
,,,,ʁʔesdə,rɪsda,,riːstanã
,rɛɪɣən,raɪən,,,,,riːxanã
ɹaɪf,rɛɪf,,,ʁʔiw,riːʋʏr,,riːβaz
ɹɪθ,rɛɪt,,,,,,riːθaz
,,,,,rɪgna,riɣnjan,riɣŋijanã
,,,,,,rikʷizjan,rikʷizjanã
ɹaɪnd,rɪndə,rɪndə,,,,,rindɔ̃ː
ɹʌn,rɪnən,rɪnən,rɪna,ʁʔenə,rɛnna,rinnan,rinnanã
,rɛpən,,,,,,rippɔːnã
,,,,,rɪːs,,risã
,røːs,riːzə,reːsə,ʁisə,rɪːsɪ,,risiz
,,,,ʁʔesdə,rɪsda,,ristijanã
,,,,,riːɾra,riurjan,riurijanã
ɹaɪt,rɪxtən,rɪçtən,rɛtːa,ʁatə,rjɛhda,,rixtijanã
ɹiːf,rɪf,rɪpə,reːf,,rɪːf,,riβjã
ɹəʊ,rujən,roːjən,ruː,ʁʔo,roʊːa,,rɔːanã
,,,,,,roːðiːns,rɔːðiːniz
,,,,,raɪːða,roːðjan,rɔːðijanã
,,,,,raɪːðʏr,,rɔːðijaz
ɹuːd,rudə,ruːtə,,ʁoðə,roʊːða,,rɔːðɔː
ɹɛk,rukən,gəruːən,,,raɪːca,,rɔːkijanã
,,,rykta,ʁʔœgdə,raɪtda,,rɔːkiθɔː
,,,,,raɪːda,,rɔːtijanã
ɹuː,,ruːə,ruː,ʁʔo,roʊː,,rɔːwɔː
ɹʌdə,rur,ruːdɜ,ruːdər,,roʊːðʏr,,rɔːθrã
ɹuːm,rœym,raʊm,rɵːm,ʁɒm,ruːm,rum,ruːmã
ɹuːm,rœym,raʊm,rɵːm,ʁɒm,ruːmʏr,rums,ruːmaz
ɹiːm,rœymən,rɔømən,ryma,ʁʔœmə,riːma,,ruːmijanã
ɹəʊm,roːmə,roːm,,,roʊːmabɔrx,ruma,ruːmɔː
,,,,,,rumoːns,ruːmɔːniz
ɹaʊn,,raʊnə,rɵna,ʁunə,ruːn,runa,ruːnɔː
ɹuːnstaf,,,rɵnstav,ʁunεstaw,ruːnasdaʋʏr,,ruːnɔːstaβaz
ɹʌʃ,rœyzən,gərɔøʃ,,,,,ruːskɔːnã
ɹʌf,rœyx,raʊ,,,,,ruːxaz
ɹʌd,roːdən,røːtən,,,rɔːða,,ruðaːnã
ɹɪd,,,røːja,ʁʔyðə,rɪðja,,ruðjanã
ɹaɪ,,,roːg,ʁʔu,ruːɣʏr,,ruɣiz
,rɔk,rɔk,rɔk,ɐ̯ʔʌk,rɔhgʏr,,rukkaz
,rɵkən,rykən,rykːa,,rɪhca,,rukkijanã
ɹɒk,rɔk,rɔkən,rɔk,ɐ̯ʔʌk,rɔhgʏr,,rukkɔːː
ɹɒk,rɔkən,,rɵkːa,ɐ̯ʔʌkə,rʏhga,,rukkɔːnã
ɹʌnəl,,,rɛniːl,,,,runilaz
ɹaɪn,,,,,rʏːnɪ,runs,runiz
,,,,,,runs,runsiz
ɹɪft,,,,,,,rupatjanã
ɹʌb,rɔpən,rʊpfən,rɵba,ʁɒbə,rɔːba,,ruppɔːnã
ɹʌst,rust,rɔst,rɔst,ʁɒst,,rus,rustaz
ɹɒtən,rɔtən,røːsən,rɵtːən,ɐ̯ʌðən,rɔːdɪn,,rutaːnã
ðɐn,dɛr,dɛɾ,dɛm,dεm,θeɪːm,θɛːm,sa
siːd,zɑt,zat,,sat,saːðʏr,saθs,saðaz
,,,,,sɛðja,,saðjanã
sadəl,zaːdəl,zatəl,sadəl,saðəl,sœːðʏtl,,saðulaz
sadəl,zaːdələn,zatəln,sadla,saðlə,sœðla,,saðulɔːnã
seɪ,zɛɣən,zɑːgən,sɛja,siə,sɛjja,,saɣjanã
sɛdʒ,zɛɣə,zɛgə,,,sɛgʏr,saɣ,saɣjaz
sɔː,zaːx,zɛːgə,soːg,saw,sœːx,,saɣɔː
sɔː,saːɣə,zɑːgə,sɑːga,sajə,saːɣa,,saɣɔ̃ː
sɔː,zaːɣən,zɛːgən,sɑːga,saʋə,saːɣa,,saɣɔːnã
,,zaɪtə,,,seɪːðʏr,,saiðaz
,,zaɪtə,,,,,saiðɔːː
,zɛɪkən,zaɪçən,,,,,saikijanã
səʊl,zeːl,zaɪl,,,seɪːl,,sailã
siːl,zeːlən,,,,seɪːla,sɛːljan,sailijanã
,,,,,seɪːna,,sainɔːnã
səʊp,zeːp,zaɪfə,soːpa,,saʊːba,,saipɔ̃ː
sɔː,zɪːr,,soːr,sɒ,saʊːr,,sairã
sɒɹi,zɪːrəx,zeːrɪç,soːrɪg,,,,sairaɣaz
sɔː,zɪːr,zeːɾ,soːr,sɒ,saʊːr,,sairaz
,vərzɪːrən,fɛɾzeːrən,soːra,sɒɒ,saɪːɾra,,sairijanã
səʊl,zil,zeːlə,sxɛːl,sjεl,saʊːl,sɛːwala,saiwalɔː
siː,zeː,zeː,sxøː,sʔœ,saɪːr,sɛːws,saiwiz
,,,,,,sakan,sakanã
sak,zɑk,zak,sɛk,sεk,sɛhgʏr,sakkus,sakkuz
seɪk,zaːk,zaxə,sɑːk,saj,sœːg,,sakɔː
sakləs,,,sakløːs,sajəslʔœs,sagløʏs,,sakɔːlausaz
,,,,,saːga,,sakɔːnã
seɪl,,,,,,,salã
salv,zɑlf,zalbə,salva,,,,salbɔː
salv,,zalbən,,,,salboːn,salbɔːnã
,zaːl,zɑːl,sɑːl,sal,saːlʏr,sals,saliz
,,zɛldə,,,,saliθwoːs,saliθwɔː
,,,,,sɛːl,,saljã
sɛl,,zɛlən,sɛlja,sεljə,sɛlja,saljan,saljanã
,,zɛlə,,,,,saljɔːː
seɪl,,,sɑːlʉ,salj,saːla,,salɔː
sɒlt,zʌʊt,zalts,salt,salt,sald,salt,saltã
sɒlt,zʌʊtən,zaltsən,salta,saldə,salda,saltan,saltanã
sɒlt,zʌʊt,zɔlt,salt,salt,saldʏr,,saltaz
saləʊ,zaːlyʊ,zɑːl,,,sœːlʏr,,salwaz
saləʊ,,zalvaɪdə,sɛlj,,,,salxɔːː
,,,,,samɟɪnja,samakuns,samakunjaz
,,,,,samligʏr,samaliːks,samaliːkaz
,,,,,sammaɪðəra,,samamɔːðrijaz
sam,tsaːmən,zamən,saman,sɑmən,saːman,samana,samana
,,,,,samfɛðəra,,samaɸaðrijaz
,,,,,samʋɪsd,,samawistiz
,,,sama,sɑmə,saːmʏr,sama,samaz
sand,zɑnt,zant,sand,san,sandʏr,,samdaz
,,,sɛmjas,,sɛmja,samjan,samjanã
sam,,,,,samna,,samnɔːnã
,,,,,samniŋg,,samnuŋgɔː
,,zantkɔɾn,,,sandgɔrdn,,sandakurnã
sɛnd,zɛndən,zɛndən,sɛnda,sεnə,sɛnda,sandjan,sandijanã
sand,,,,,,,sandɔː
sɒŋ,zɑŋ,zaŋ,sɔŋ,sɑŋ,søʏŋgʏr,saŋgws,saŋgʷaz
,,,,,sœhg,saŋgkʷa,sankʷã
,zɛŋkən,zɛŋkən,sɛŋka,sεnkə,sœhgʋa,saŋgkʷjan,sankʷijanã
suːθ,,,,,sannʏr,,sanθã
,,,,,sansœɣʏtl,,sanθasaɣulaz
suːθ,,,san,san,sannʏr,,sanθaz
,,,,,sɛnna,,sanθijanã
suːð,,,sana,sanə,sanna,,sanθɔːnã
,,,,,sannan,,sanθɔːniz
sɑːk,,,sɛrk,sεɐ̯k,sɛrrgʏr,,sarkiz
,,,,,,sarwa,sarwã
sɛt,,,,,,satiːns,satiːniz
sɛt,zɛtən,zɛtsən,sɛtːa,sεtə,sɛːdja,satjan,satjanã
,zoːɣən,zɔøgən,,,seɪjja,,sauɣijanã
,zoːkən,,,,,,saukijanã
,,zøːlən,søːla,sœlə,,sɔːljan,saulijanã
siːm,zoːm,zaʊm,søːm,sʔœm,søʏːmʏr,,saumaz
,zoːmən,zɔømən,,,seɪːma,,saumijanã
sɒɹəl,zoːr,zoːɾ,,,seɪːɾra,,sauzaz
,zoːrən,,,,seɪːɾra,,sauzijanã
siːθ,,zoːt,søːd,,søʏːðʏr,sɔːθs,sauθaz
saks,,zaxs,saks,sɑks,saks,,saxsã
,,,soːt,,saʊhdʏr,sahts,saxtaz
sɔːt,,,,,saʊhd,sahts,saxtiz
,bəsɛfən,ɛntzeːbən,,,,,saβjanã
səʊ,zaːjən,zɛːən,soː,sɒ,saʊː,sɛːan,seːanã
siːd,zaːt,zɑːt,sɛːd,sεð,saʊːð,seːθs,seːðiz
,,,sɔl,sʔol,saʊld,,seːðlã
,,,,,saɪːla,,seːlijanã
siːl,,,sɛl,sεl,saɪtl,seːls,seːliz
,zaːltə,,,,saɪld,,seːliθɔː
sam,,,,,,,seːmi
,,zɑːmən,,,,,seːmɔːː
,,,,,saɪːdʏr,andaseːts,seːtiz
,,zɑːsə,fœʂoːt,,fɪːɾrɪrrsaʊd,,seːtɔː
,,,,,saɪːr,,seːwiz
,zeːɣə,ziːk,seːjər,sɑjʔʌ,sɪːɣʏr,siɣis,seɣaz
seɪl,zɛɪl,zeːgəl,seːgəl,sɑjl,sɛgl,,seɣlã
seɪn,zeːɣənən,zɛgnən,,,,,seɣŋɔːnã
,zɪx,zɪç,,,,sik,sek
,,,,,,silbawiljis,selbawiljaz
sɛlf,zɛlf,zɛlpst,sxɛlv,sεl,sjaʊlʋʏr,silba,selbaz
sɛli,,,,,,sildaliːks,seldaliːkaz
sɛldəm,zɛldən,zɛltən,sɛlan,sjεlən,sjaldan,,seldaneː
siːl,,zeːl,sɛːl,sεl,sɛːlʏr,,selxaz
sɪnjuː,zeːnyʊ,zeːnə,seːna,senə,sɪːn,,senawɔː
,,,,,sɛrða,,serθanã
,,,,,sɛss,,sessaz
sɛt,zɛt,,,,sɛːd,,setã
sɛtəl,zeːtəl,zɛsəl,,,sjœːdʏl,sitls,setlaz
,,,,,sjoʊːðʏr,,seuðaz
,,ziːçtuːm,sxʉkdɔm,sʔydʔʌm,sjugdoʊmʏr,,seukaðɔːmaz
,,,,,,siukan,seukanã
sɪk,zik,ziːç,sxʉk,sʔy,sjuːgʏr,siuks,seukaz
,,,sysla,,sisla,,seuxslɔː
siːð,zidən,ziːdən,sxʉda,syðə,sjoʊːða,,seuθanã
sɪks,zɛs,zɛks,sɛks,sʔeks,sɛks,sɛːhs,sexs
sɪksti,zɛstəx,zɛçtsɪç,sɛkstiːuː,,sɛksdiʏ,sɛːhs tiɣjus,sexs tiɣiwiz
sɪkstiːn,zɛstin,zɛçtseːn,sɛkstuːn,saɪsdən,sɛksdaʊn,,sexstexun
sɪksθ,zɛzdə,zɛksteː,sxɛtːə,sjʔetə,sjɛhdɪ,,sextɔːː
siː,zin,zeːən,,,,sɛːhʷaːn,sexʷanã
,,zeːn,,,ʏmsjaʊ,,sexʷɔ̃ː
,,,,,sɛːʋɪ,,seβɔːː
sɛvən,zeːvən,ziːbən,sxʉ,syw,sjœː,siβun,seβun
sɛvənθ,zeːvəndə,ziːbɛntə,sxɵndə,syʋənə,sjœːʏndɪ,,seβundɔːː
,zeːvɛnstər,ziːbɛnstɜn,,,sjœsdɪrdnɪ,,seβunstirnijã
sɛvənti,zeːvəntəx,,,,,siβunteːhuːnd,seβunteːxundã
sɛvəntiːn,zeːvəntin,ziːptseːn,sxɵtːuːn,sʔœdən,søʏːdjaʊn,,seβuntexun
saɪd,zɛɪt,,siːd,sʔeð,siːðʏr,,siːðaz
,,,,,sid,,siːðiθɔː
saɪd,zɛɪdə,zaɪtə,siːda,siðə,siːða,,siːðɔ̃ː
