English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
ɹɪt,,,,,rɪːd,,writã
,,rɪs,,,,writs,writiz
,rɪtsən,rɪtsən,,,,,writtɔːnã
ɹeɪ,vruɣən,ryːgən,røːja,,raɪjja,wroːhjan,wrɔːɣijanã
ɹuːt,vrutən,vrøːtən,,,,,wrɔːtanã
ɹuːt,ʋɔrtəl,gəvyɾts,ruːt,ʁʔoð,roʊːd,,wrɔːts
,,,,,,wulan,wulanã
,,vylpə,ylva,,,,wulbiː
,,,,,ɪlgʏr,,wulgiː
wɛlkɪn,,,,,,,wulkanã
wɛlkɪn,,vɔlkə,,,,,wulkŋã
wʊlən,ʋɔlən,vɔlən,ylən,ʔulən,,,wulliːnaz
wʊl,ʋɔl,vɔlə,ɵl,ʔul,ʏtl,wulla,wullɔː
wʊlf,ʋɔlf,vɔlf,ɵlv,ʔulʋ,ulʋʏr,wulɸs,wulɸaz
,,,,,ʏdlʏr,wulθus,wulθuz
wʌn,ʋɔnən,voːnən,,,ʏːna,wunan,wunaːnã
wuːnd,ʋɔnt,vʊndə,,ʋɒnə,ʏnd,wunda,wundɔː
wuːnd,ʋɔndən,,,,ʏnda,,wundɔːnã
wʌndə,ʋɔndər,vʊndɜ,ɵndər,ɒnʔʌ,ʏndʏr,,wundrã
wʌndəli,ʋɔndərlək,vʊndɜlɪç,ɵndərlɪg,ɒnʔʌlʔi,ʏndadlɛːɣʏr,,wundraliːkaz
wʌndə,ʋɔndərən,vʊndɜn,ɵndra,ɒndʁʔʌ,ʏndəra,,wundrɔːnã
wɪn,ʋɔnə,vɔnə,,ʔœnə,ɪndɪ,,wunjɔː
,ʋɛns,vʊnʃ,,,oʊsg,,wunskaz
wɪʃ,ʋɛnsən,vynʃən,œnska,ʔœnskə,aɪsca,,wunskijanã
wɜːd,ʋɔːrt,vɔɾt,uːrd,ʔoɐ̯,ɔrð,wɔːrd,wurdã
wɜːd,,,ɵrd,,ʏrðʏr,,wurdiz
wɜːd,,,uːrda,,ɔrða,,wurdɔːnã
wʌɹi,ʋɵrɣən,vyɾgən,,,,,wurgijanã
,,,yrkə,,,,wurkijã
ɜːk,,,yrka,ʔœɐ̯kə,ɪrrca,wɔːrkjan,wurkijanã
wɜːm,ʋɔrm,vm,uːrm,oɐ̯m,ɔrmʏr,wɔːrms,wurmiz
,,,,,,wɔːrhts,wurxtiz
,,,ɔrə,,,,wurzɔːː
,ʋurt,,,,ʏrð,,wurθiz
hag,haːɣədɪs,hɛksə,,,,,xaɣatusjɔː
,,,,,haːɣʏr,,xaɣaz
heɪn,hɛɪnən,,hɛŋna,hɑjnə,hɛgna,,xaɣinjanã
hɛdʒ,hɛx,hɛkə,,,,,xaɣjɔː
,,,hɑːgəl,hɑul,hagl,,xaɣlã
heɪl,haːɣəl,hɑgəl,,,,,xaɣlaz
heɪl,haːɣələn,hɑgəln,hagla,hɑulə,hagla,,xaɣlɔːnã
hɔː,haːx,hɑːk,hɑːgə,haʋə,haːjɪ,,xaɣɔːː
,haːɣən,,,,haːɣa,,xaɣɔːnã
,,hɑgɛstɔlts,,,hœsgʏldʏr,,xaɣustaldaz
heɪ,,geːeːgə,,,,,xaɣuz
,,haɪtɜ,,,heɪːðʏr,,xaiðraz
heɪd,hɛɪt,haɪt,heːdər,hɛðʔʌ,heɪːðʏr,hɛːðus,xaiðuz
həʊli,hɛɪləx,haɪlɪç,hɛlj,hεlʔij,hɛlɟɪ,hɛːlaɣs,xailaɣaz
haləʊ,hɛɪləɣən,haɪlɪgən,hɛlga,hεliə,hɛlga,,xailaɣɔːnã
həʊlsʌm,heːlzaːm,haɪlzɑːm,,,heɪlsamʏr,,xailasamaz
heɪl,hɛɪl,haɪl,heːl,hʔel,heɪtl,hɛːls,xailaz
hiːl,heːlən,haɪlən,heːla,hʔelə,,hɛːljan,xailijanã
heɪls,,,hɛlsa,hεlsən,heɪlsa,,xailisɔːnã
hɛlθ,,,,,heɪld,,xailiθɔː
,,,,,,hɛːlnan,xailnanã
,,,,,heɪːman,,xaimaneː
,hɛndrɪk,haɪnrɪç,,,,,xaimariːks
hɔːnt,hɑntɪːrən,haɪmzən,hɛmta,hεndə,heɪmda,,xaimatjanã
həʊm,heːm,haɪm,hɛm,jεm,heɪːmʏr,hɛːms,xaimaz
,,,,,heɪːma,,xaimijanã
,,,,,,hɛːmiːs,xaimijaz
həʊn,heːn,,heːiːn,,heɪːn,,xainɔː
,heːst,,,,heɪfd,hɛːɸsts,xaiɸstiz
hɔː,hɪːrlək,heːɾ,,hʔoɐ̯,haʊːr,,xairaz
hɔːs,heːs,haɪzɜ,heːs,hεs,haʊːs,,xaisaz
,,,,,haɪːsɪ,,xaisĩː
hɛst,,,,,,hɛːti,xaisiz
hɒt,heːt,haɪs,,,,andahɛːt,xaitã
həʊt,heːtən,haɪsən,heːta,hʔeðə,heɪːda,hɛːtan,xaitanã
hɒt,heːt,haɪs,heːt,hʔeð,heɪːdʏr,hiːtoː,xaitaz
hiːt,,haɪsə,,,,,xaitĩː
hiːt,heːtən,haɪtsən,,,heɪːda,,xaitijanã
,,,,,,hɛːtja,xaitijɔːː
,,,,,,hɛːhs,xaixaz
hiːθ,hɛɪdə,haɪdə,heːd,hʔeðə,heɪːðʏr,hɛːθi,xaiθiː
hatʃ,,hɛkən,,,,,xakjanã
hak,hɑkən,hakən,,,,,xakkɔːnã
heɪk,haːk,hɑːkə,hɑːkə,hajə,haːɟɪ,,xakɔːː
hakəl,,,,hajəl,hœːgʏtl,haːkuls,xakulaz
hɑːfdɛd,hɑlvdoːt,halptoːt,halvdøːd,haldʔœð,haʊlfdøʏðʏr,,xalbaðauðaz
hɑːf,hɑlf,halp,halv,hal,haʊlʋʏr,haːlbs,xalbaz
hɛlv,,hɛlp,,,,,xalbiz
,hɛlft,hɛlftə,hɛlft,hεlʋt,hɛlfd,,xalbiθɔː
hɑːf,,,,,,haːlbɛː,xalbɔː
,,,,,haʊlʋa,,xalbɔ̃ː
həʊld,hʌʊdən,haltən,hɔla,hʔʌlə,halda,haːldan,xaldanã
hɛlθ,hɛlt,hɛlt,,,haːlʏr,,xaliθaz
hɛl,hɛl,hɛlə,hɛlvətə,hεlʋəðə,hɛːl,haːlja,xaljɔː
,,,hɛlvətə,hεlʋəðə,hɛlʋidɪ,,xaljɔːwiːtijã
hɔːl,hɑl,halə,hal,hal,hœtl,,xallɔː
,,,hal,hal,hadlʏr,haːllus,xalluz
halm,hɑlm,halm,halm,halm,haʊlmʏr,,xalmaz
,,,,halə,haːlɪ,,xalɔːː
hals,hɑls,hɑːls,hals,hals,haʊls,haːls,xalsaz
hals,hɑlzən,,halsa,,haʊlsa,,xalsɔːnã
hɒlt,,,halt,halt,haldʏr,haːlts,xaltaz
,,,,,hɛlda,,xaltijanã
,,,,,hadlʏr,haːlθs,xalθaz
hɛl,hɛlən,,hɛla,,hɛdla,,xalθijanã
,,,,,hadla,,xalθɔːnã
,haːmɛl,haməl,,,,,xamalaz
,,,,,hamla,,xamalɔːnã
hamə,haːmər,hamɜ,hamarə,hɑmʔʌ,haːmar,,xamaraz
hɛm,,hɛmən,hɛma,hεmə,hɛmja,,xamjanã
ham,hɑm,hamə,hambuːjə,hɑmbɒgt,hœːm,,xammɔː
heɪm,haːm,hɑːmə,hamn,hɑm,haːmʏr,,xamɔːː
,,,,,haːmasd,haːmoːn,xamɔːnã
hap,,,,,hahb,,xampã
hap,,,hampa,hapə,,,xampijanã
,,,,,,haːmɸs,xamɸaz
hɛmp,hɛnɛp,hanf,hampa,hɑmp,hambʏr,,xanapiz
hand,hɛndən,,hɛnda,hεnə,hɛnda,,xandijanã
handi,hɑndəx,handɪç,,,hœndʏɣʏr,haːnduɣs,xanduɣaz
,,,,,,haːnduɣiː,xanduɣĩː
handləs,,hantloːs,,,handløʏss,,xandulausaz
handəl,hɑndələn,handəln,handla,hanlə,hœndla,,xandulɔːnã
,,,,,handsaks,,xandusaxsã
handwɜːk,hɑndʋɛrk,hantvɛɾk,,,handʋɛrrg,,xanduwerkã
handɹɔːt,,,,,,haːnduwɔːrhts,xanduwurxtaz
hand,hɑnt,hant,hand,hʔʌn,hœnd,haːndus,xanduz
,,,,,handbanɪ,,xanduβanɔːː
haŋ,hɑŋən,hɛŋən,hɛŋa,hεŋə,haʊŋga,haːhaːn,xaŋgaːnã
,,hɛŋən,hɛŋa,hεŋə,heɪŋɟa,,xaŋgijanã
hɛntʃmən,hɛŋst,hɛŋst,hɛst,hεst,hɛsdʏr,,xaŋgistaz
hɛn,hɛn,hɛnə,,,,,xanjɔː
,haːn,hɑːn,hɑːnə,hanə,haːnɪ,haːna,xanɔːː
hans,hɑnzə,hanzə,,,,haːnsa,xansɔː
hɛnt,,,,,hɛnda,,xantijanã
haŋ,hɑŋən,hɛŋən,hɛŋa,hεŋə,haʊŋga,haːhaːn,xanxanã
hʌksən,haːs,haxzə,,,haʊːsɪn,,xanxasinwɔː
həʊ,,,,,haʊː,,xanxaz
,,,hɛːl,hεl,haɪtl,,xanxilaz
,hɑpən,,hapa,,,,xappɔːnã
,,,,,habhna,uɸarhaːɸnan,xaɸnanã
,,,,,haːʋʏr,,xaɸraz
,ɑxtəx,haft,,,hafdʏr,haːɸts,xaɸtaz
haft,hɛft,hɛft,hɛːftə,hεfdə,hɛfdɪ,,xaɸtijã
,hɛxtən,hɛftən,hɛfta,hεfdə,hɛfda,haːɸtjan,xaɸtijanã
,,hɛɾpstmoːnɑːt,,,høʏsdhmaʊnʏðr,,xarbistameːnɔːθs
hɑːvɪst,hɛrfst,hɛɾpst,hœst,hʔœst,høʏsd,,xarbistaz
,,hɛɾtə,,,hɛrðɪ,,xardĩː
,hɑrdən,hɛɾtən,hɛːrda,hεɐ̯də,hɛrða,haːrdjan,xardijanã
,,,,,,haːrduhɛːrts,xarduxertaz
hɑːd,hɑrt,haɾt,hoːrd,hɒ,harðʏr,haːrdus,xarduz
,,heːɾman,,,hɛrmaðʏr,,xarjamann
,,,,,hɛrmoʊðʏr,,xarjamɔːðaz
,,heːɾfɑːɾt,,,hɛrrfɛrð,,xarjaɸardiz
,,,,,hɛrrfoʊlg,,xarjaɸulkã
haɹəld,,,hɑːrald,hɑʁɑl,haːɾraldʏr,,xarjawaldaz
,,heːɾveːk,,,hɛrʋɛːɣʏr,,xarjaweɣaz
,hɪːr,heːɾ,hɛːr,hεɐ̯,hɛːr,haːrjis,xarjaz
,,,,,hɛrbərandʏr,,xarjaβrandaz
haɹəʊ,vərhɪːrən,heːrən,hɛrja,hɛɐ̯ʔuə,hɛrja,,xarjɔːnã
hɑːm,,,,,,,xarmaːnã
hɑːm,hɑrm,haɾm,harm,hɑmə,harmʏr,,xarmaz
,,hɛɾmən,hɛrma,hɛɐ̯mə,hɛrma,,xarmijanã
ɜːmɪn,hɛrmeːlɛɪn,hɛɾməliːn,,,,,xarmɔːː
,,haɾn,,,,,xarnaz
hɑːp,hɑrp,haɾfə,harpa,hɑpə,harrba,,xarpɔ̃ː
,hɑrs,haɾts,,,,,xartã
haɹəʊ,,,harj,hɑw,hœrgʏr,,xaruɣaz
,,,,hɑɑn,hœːɾrʏnd,,xarundã
heɪzəl,haːzɛl,hɑzəl,hasəl,hasəl,hasl,,xaslaz
heə,haːs,hɑːzə,harə,hɑɑ,hjɛːɾrɪ,,xasɔːː
hasp,hɑsp,haspə,,,hɛsba,,xaspijɔ̃ː
,,,,,hœss,,xaswaz
heɪt,haːtən,hasən,hɑːta,haðə,haːda,haːtan,xataːnã
heɪnəs,haːt,has,hat,hað,haːdʏr,haːtis,xataz
,,hɛtsən,,,,haːtjan,xatjanã
,,,hɛtːa,hεtə,hɛhda,,xattijɔ̃ː
hat,,,hat,hat,hœhdʏr,,xattuz
həʊ,,,høːg,hʔʌj,høʏːɣʏr,,xauɣaz
,,,,,høʏːla,,xaulaz
hiːn,hɔnən,høːnən,,,,hɔːnjan,xaunijanã
hiːn,hoːn,høːn,,,,hɔːns,xauniz
,hoːntə,,,,,hɔːniθa,xauniθɔː
hiːp,hoːp,haʊfən,huːp,hʔob,hoʊːbʏr,,xaupaz
,,hœçlɪç,,,,,xauxaliːkaz
,hoːxhɑrtəx,hoːxhɛɾtsɪç,,,,hɔːhhɛːrts,xauxaxertaz
,,,,,,hɔːhhɛːrtiː,xauxaxirtĩː
haɪ,hoːx,hoːx,høːg,hʔʌj,haʊːr,hɔːhs,xauxaz
,,høːə,,,,hɔːhiː,xauxĩː
haɪ,hoːɣən,høːən,,,,hɔːhjan,xauxijanã
heɪtθ,hoːxtə,hœçtə,hœjd,hʔʌjdə,haɪːð,hɔːhiθa,xauxiθɔː
,,,,,heɪrdn,hɔːsiːns,xauziːniz
hiə,hoːrən,høːrən,høːra,hœʔʌ,heɪːɾra,hɔːsjan,xauzijanã
haʊθ,,haʊpt,hʉvʉd,hoəð,hœːʋʏð,hɔːβiθ,xauβuðã
,,,,,haʊː,,xawaːnã
heɪ,hoːj,hɔøət,høː,hʔœ,heɪː,haːwi,xawjã
,,,,,heɪːja,,xawjanã
hjuː,hʌʊən,haʊən,hɵga,hɔgə,hœgʋa,,xawwanã
,,,,,haʊhdʏr,,xaxtuz
,,,had,,hadʏr,,xazdaz
hɛɹi,,,,,,haːzjan,xazjanã
,,hɑːɾ,høːr,hʔœɐ̯,hœːr,,xazwaz
,,haf,hɑːv,hɑu,haːf,,xaβã
heɪvən,haːvən,hɑːfən,hamn,hɑʔun,hœbhn,,xaβanɔː
hɛvi,heːvəx,heːbɪç,,,,,xaβiːɣaz
,,,hamn,,hœbhn,,xaβiːniz
hiːvəl,heːvəl,heːbəl,hɛːvəl,,hɛːʋɪtl,,xaβilaz
hiːv,hɛfən,heːbən,hɛːva,hɛʋə,hɛfja,haːɸjan,xaβjanã
,haːvər,hɑːbɜ,havrə,hɑʔuɐ̯ʌ,hafərɪ,,xaβrɔːː
hɔːk,haːvɪk,hɑbɪçt,høːk,hʔœj,høʏːgʏr,,xaβukaz
,,hɑːdɜ,,,,,xaθuz
hiə,hir,hiːɾ,hɛːr,hʔeɐ̯,hjɛːr,heːr,xeːr
heə,haːr,hɑːɾ,hoːr,hɒ,haʊːr,,xeːrã
,,,,,haɪːɾra,,xeːrijɔ̃ː
hɔː,,,,,,,xeːwijaz
,haːf,,hoːv,hɔw,haʊːʋʏr,,xeːβaz
hiːl,heːlən,heːlən,,,,,xelanã
,,hɛlən,,,,,xellanã
hɛlm,hɛlm,hɛlm,jɛlm,jεlm,çaʊlmʏr,hilms,xelmaz
hɛlm,hɛlm,hɛlm,,,,,xelmɔːː
hɛlp,hɛlpən,hɛlfən,jɛlpa,jεlpə,çaʊlba,hilpan,xelpanã
hɛlp,,hɪlfə,jɛlp,jεlp,çaʊlb,,xelpɔː
hɛlpləs,,hɪlfloːs,jɛlpløːs,jεlpʔelʔœs,çaʊlbløʏs,,xelpɔːlausaz
hɪlt,,,,jaldə,çald,,xeltã
,,,jɛlə,jal,çadlʏr,,xelθaz
hɜːd,,heːɾdə,juːrd,jʔoɐ̯,çœrð,hɛːrda,xerdɔː
,,,jɛsa,ʔisə,çarrsɪ,,xersɔːː
hɑːt,hɑrt,hɛɾts,jɛta,jεɐ̯də,çarrda,hɛːrtoː,xertɔːː
hɑːt,hɛrt,hɪɾʃ,juːt,jʔʌɐ̯t,çœrrdʏr,,xerutaz
,,,,,çœːr,hɛːrus,xeruz
,,,,,çardn,,xerznã
,,,jɛrna,jεɐ̯nə,çardnɪ,,xerznɔːː
hɑː,hɑr,,,,çarɾrɪ,,xerzɔːː
,,,,,hrɛːðʏr,hɛːrθra,xerθrã
,,,,,çufəra,hiuɸan,xeuɸanã
,,,,,,hiuhma,xeuxmɔːː
,,,,,hjɛːla,,xexlɔ̃ː
haɪ,hɛɪɣən,,,hiə,,,xiːɣɔːnã
,,,,,,hiːw,xiːwã
,,,,,hisɟɪ,,xiːwiskijã
hjuː,,,,,çaʊː,,xiːwɔːː
,,,juːn,,çoʊːn,,xiːwɔːnɔː
hɪðə,,,,,hɛðəra,hiðreː,xiðreːː
,,,,,hɪldʏr,hilds,xildiz
,,,,,hɪːmɪn,himins,ximinaz
haɪndməʊst,hɪndər,hɪntɜ,,,,hindar,xinder
hɪndə,hɪndərən,hɪndɜn,hɪndra,hʔendʁʔʌ,hɪndəra,,xinderɔːnã
haɪnd,hɪndə,hɪndə,hɪnd,hʔen,hɪnd,,xindiz
,hɪŋkən,hɪŋkən,,,,,xinkanã
,,,hɪna,hʔenə,,hinθan,xinθanã
hɜːd,,hɪɾtə,hɛrdə,hʔyɐ̯də,hɪrðɪr,hɛːrdiːs,xirdijaz
hɑːnz,hɛrsəns,hɪɾn,,,,,xirznijã
hɪt,,,hɪtːa,hʔitə,hɪhda,,xittijanã
,,,,,hidlɛːɣʏr,,xiurijaliːkaz
hiə,,,uːhyːra,uːhyʔʌ,hiːr,,xiurijaz
hjuː,,,hyː,,hiː,hiwi,xiwjã
hiː,hɛɪ,heː,,,,his,xiz
ladə,lɑdər,laɪtɜ,,,,,xlaiðrijɔː
liːn,løːnən,laɪnən,lɛːna,lɛnə,,,xlainijanã
,,,,,,hlɛːw,xlaiwã
ləʊf,,laɪp,leːv,lʔew,leɪːʋʏr,hlɛːɸs,xlaiβaz
,,,,,lahga,,xlakkɔːnã
,,,lɛːm,lεm,lɛmmʏr,hlamma,xlammiz
,,,,,lamma,,xlammɔːnã
land,,,,,land,,xlandã
laŋk,,,,,,,xlankaz
,,,,,lɛhca,,xlankijanã
lɪŋk,,,lɛŋk,lεnkə,lɛhgʏr,,xlankiz
flaŋk,lɑŋk,laŋkə,,,,,xlankɔː
laŋk,,,,,,,xlankɔːː
liːp,loːp,laʊf,,,løʏːb,,xlaupã
ləʊp,loːpən,laʊfən,løːpa,lœbə,løʏːba,,xlaupanã
,,loːs,,,,hlɔːts,xlautaz
laf,lɑxən,laxən,leː,lʔe,laɪːja,hlahjan,xlaxjanã
laftə,,gəlɛçtɜ,,latʔʌ,laʊːdʏr,,xlaxtraz
leɪd,laːdən,lɑːdən,lada,laðə,laːða,hlaθan,xlaθanã
luː,flʌʊ,laʊ,,lε,laɪːr,,xleːwaz
,,,,,,hliɸan,xleɸanã
,,,,,,hliɸtus,xleɸtuz
,,,,,,hliuma,xleumɔːː
,,lɔømʊnt,,,,,xleumundaz
,,,jʉta,,ljoʊːda,,xleutanã
liə,lir,,lyːra,,liːr,,xleuzã
,,,jʉd,lʔyð,ljoʊːð,hliuθ,xleuθã
,,,,,ljoʊːðʏr,,xleuθrã
,,laɪtə,liːd,lʔi,liːð,,xliːðɔː
,,,,,liːʋa,hliːβjan,xliːβijanã
,,,liːdər,,,hliːθra,xliːθrɔː
lɪd,lɪt,,,,lɪːð,,xliðã
liːn,løːnən,leːnən,,,,,xlinaːnã
,,,lyːda,lyðə,liːða,,xliuθijanã
,,,,,liːja,,xliwjanã
luː,,,lyː,lʔy,liːr,,xliwjaz
ləʊ,lujən,,,,loʊːa,,xlɔːanã
,,,,,laɪːða,,xlɔːðijanã
,,,,,laɪjja,uɸhloːhjan,xlɔːɣijanã
,lut,,,,,,xlɔːθθijɔː
laʊd,lœyt,laʊt,,,,,xluːðaz
,lyitər,laʊtɜ,,,,hlutrs,xluːtraz
lɪst,,,,,lʏsd,,xlustiz
lɒt,lɔt,lɔt,lɔt,lʔoð,lʏːdʏr,,xlutã
,loːtən,loːzən,lɔtːa,,lʏːda,,xlutɔːnã
neɪ,nɛɪɣən,naɪgən,,,hneɪjja,hnɛːwjan,xnaiɣijanã
,,,,,hneɪːsa,,xnaisijanã
neɪ,nɛɪən,,ŋnɛga,gnεgə,hnɛgja,,xnajjanã
nɛk,nɛk,nakən,nakːə,nɑkə,hnahɟɪ,,xnakkɔːː
nap,nɑp,napf,nap,,hnahbʏr,hnapps,xnappaz
,,,napa,,,,xnappɔːnã
nɛʃ,nɛs,,,,,hnaskʷus,xnaskuz
nɪgədli,nʌʊ,gənaʊ,njɵg,,hnœgʏr,,xnawwaz
,,niːtən,,,hnjoʊːða,,xneuðanã
,,,nyːpa,,,hniupan,xneupanã
niːz,nizən,niːzən,nyːsa,nysə,hnjoʊːsa,,xneusanã
,nɛɪpən,,,,,,xniːpanã
,nɛɪtən,niːtən,niːta,,hniːda,,xniːtanã
,nɛɪɣən,naɪgən,niːga,,hniːɣa,hniːwan,xniːwanã
,,,,,,hnipnan,xnipnanã
nɪp,nɪpən,nɪpfən,,,hnɪhba,,xnippɔːnã
nɪt,neːt,nɪsə,,,gnɪːd,,xnits
nɒd,,,,,,,xnuðɔːnã
,nøːkən,nʊkən,nykːa,nʔykə,hnɪhca,,xnukaːnã
nap,nɔp,nɔpə,nɔpa,nʔʌpə,,,xnuppɔːː
nʌt,noːt,nʊs,nøːt,nʔœð,hnɔːd,,xnuts
nɒd,,nɔtələn,,,hnɔːða,,xnuttɔːnã
hʊd,hut,huːt,,,,,xɔːðaz
hʊk,huk,hoːk,,,haɪːca,,xɔːkaz
,,,,,hoʊːl,,xɔːlã
,,,,,haɪːla,,xɔːlijanã
,,,,,,hoːloːn,xɔːlɔːnã
,hun,huːn,,,,,xɔːnã
,,,høːna,hœnə,haɪːna,,xɔːnijɔ̃ː
huːp,hup,,,hʔʌp,hoʊːb,,xɔːpã
bɪhuːf,bəhuf,bəhuːf,huːv,,hoʊːf,,xɔːɸã
huːf,huf,huːf,huːv,hɔw,hoʊːʋʏr,,xɔːɸaz
,,huːɾ,huːr,hʔoɐ̯,hoʊːr,,xɔːrã
,,,,,hoʊːr,hoːrs,xɔːraz
hɔː,hur,huːrə,huːra,hoʔʌ,hoʊːɾra,,xɔːrɔ̃ː
,,huːrən,,,hoʊːɾra,,xɔːrɔːnã
,,,,,,hoːhaː,xɔːxɔːː
,,,,,haɪːʋʏr,hoːβs,xɔːβiz
,,,,,haɪfð,,xɔːβiθɔː
,huvə,huːbə,,,,,xɔːβɔː
,rɑt,,rɑːd,,hraːðʏr,,xraðaz
ɹɛd,rɛdən,rɛtən,,,,,xraðjanã
ɹeɪl,,,,,,,xraɣilã
,,reːgən,,,,,xraɣjanã
,,rɑːgən,,,,,xraɣɔːnã
,rɛɪɣər,raɪɜ,hɛːjər,hɑjʁʔʌ,hɛɣərɪ,,xraiɣrɔːː
,,raɪnə,,,,hrɛːniː,xrainĩː
,rɛɪnən,,,,,hrɛːnjan,xrainijanã
,,,rɛnsa,ʁansə,hreɪnsa,,xrainisɔːnã
,rɛɪn,raɪn,reːn,ʁεn,hreɪdn,hrɛːns,xrainiz
,reʊ,,,,hraɪː,,xraiwã
,rɛmən,,,,hrɛmma,hramjan,xramjanã
ɹeɪp,raːpən,rafən,rapa,ʁɑpə,,hrapoːn,xrapɔːnã
ɹɪpɛ,rɛpən,,reːpa,,hrɛhba,,xrappijanã
,,raspən,,,,,xraspɔːnã
ɹeɪt,,,rɑːta,,hraːda,,xratɔːnã
ɹiːk,roːk,,røːk,ʁʔœj,hrøʏːgʏr,,xraukaz
ɹɔː,rʌʊ,roː,roː,ʁɒ,hraʊːr,,xrawaz
,,,,,hrœn,,xraznɔː
ɹeɪvən,raːf,rɑːbə,ramn,ʁɑwn,hrabhn,,xraβnaz
ɹeɪvən,raːf,rɑːbə,ramn,ʁɑwn,hrabhn,,xraβɔːː
,,,,,hraʊːɟɪ,,xreːkã
ɹɛtʃ,,,,,hraɪːca,,xreːkijanã
mɪdɹɪf,mɪdɛnrɪf,rɪf,,,,,xreɸaz
,,,ryːsa,,hrjoʊːsa,,xreusanã
ɹiːf,,,,,hrjuːʋʏr,,xreuβaz
ɹuː,rʌʊən,rɔøən,,,hrɪgja,,xrewwanã
,,reːdən,,,,,xreθanã
ɹɪdə,,raɪtɜ,,,,,xriːðrɔ̃ː
,,,riːm,ʁʔim,hriːm,,xriːmã
ɹaɪm,rɛɪp,raɪf,riːm,ʁʔim,hriːm,,xriːmɔːː
ɹaɪn,,,,,hriːna,,xriːnanã
ɹaɪz,rɛɪs,raɪs,riːs,ʁʔis,hriːs,,xriːsã
,rɛɪtən,raɪsən,riːta,,riːda,,xriːtanã
,rɛɪvən,,,,hriːʋa,,xriːβanã
,,,,,hriːð,,xriːθɔː
,rɪmpələn,,,,,,xrimpanã
,,,,,hrɪnda,,xrindanã
ɹɪŋ,rɪŋ,rɪŋ,rɪŋ,ʁʔeŋ,hriŋgʏr,hriŋgs,xriŋgaz
ɹɪŋ,rɪŋən,,rɪŋa,ʁʔeŋə,hriŋɟa,,xriŋgijanã
ɹɪŋ,,rɪŋkə,rɪŋa,ʁʔeŋə,hriŋɟa,,xriŋgijɔ̃ː
ɹɪŋ,rɪŋən,,,,hriŋga,,xriŋgɔːnã
,,,,,hrœhgʋa,,xrinkʷanã
ɹɒðə,,rɪnt,,,,,xrinθaz
ɹɪsɛ,,,,,,,xrisjanã
,rɪstən,,,,hrɪsda,,xristijanã
,,,,,hrɪgʏr,,xriwwijaz
,reːdə,rɪtə,,,,,xriθiz
ɹʊk,ruk,rʊx,roːka,ʁɒwə,hroʊːgʏr,,xrɔːkaz
,rum,ruːm,,,,,xrɔːmiz
ɹuːp,rupən,ruːfən,ruːpa,ʁɒbə,hroʊːba,,xrɔːpanã
,rup,ruːf,ruːp,ʁɒb,hroʊːb,hroːps,xrɔːpaz
,,,,ʁœbə,,hroːpjan,xrɔːpijanã
ɹuːf,ruf,,ruː,,hroʊːf,,xrɔːɸã
,,,,,hroʊːd,hroːt,xrɔːtã
,rut,ruːs,,,,,xrɔːtaz
ɹiə,rurən,ryːrən,røːra,ʁœʔʌ,hraɪːɾra,,xrɔːzijanã
,,,,,,hroːθiːɣs,xrɔːθiːɣaz
,roːɣir,ryːdɪgɜ,,,hroʊðgeɪr,,xrɔːθiɣaizaz
,,,,,hraɪːɾrɛːgʏr,hroːθiriːks,xrɔːθiriːks
,rudɔlf,ruːdɔlf,rɔlf,ɐ̯ʔʌlf,hroʊːðoʊlʋʏr,,xrɔːθiwulɸaz
,,,,,hroʊːðʏr,hroːθs,xrɔːθiz
,,ruːpɜt,,,hroʊbjarrdʏr,,xrɔːθiβerxtaz
ɹaʊt,rœytən,,,,hrjoʊːda,,xruːtanã
ɹɪdʒ,rɵx,rygə,ryg,ʁœg,hrɪgʏr,,xruɣjaz
ɹɪdʒbəʊn,rɵɣəbeːn,rykənbaɪn,rygbən,ʁʔœgbən,hrɪgjarbeɪn,,xruɣjaβainã
ɹəʊn,roːɣə,roːgən,rɔm,ɐ̯ʔʌwn,hrɔgn,,xruɣŋaz
,rɔk,rɔk,,,,,xrukkaz
,,,,,hrʏːmʏr,,xrumaz
,,,,,hrʏhga,,xrunkɔ̃ː
ɹɒðə,rɵnt,,,,,,xrunθaz
hɔːs,rɔs,rɔs,rɵs,hʔoɐ̯s,hrɔss,,xrussã
,,rɔtsən,,,,,xruttɔːnã
,,,,,hrɔːðɪ,,xruθjɔːː
haɪd,hœydən,,,,,,xuːðijanã
haɪd,hœyt,haʊt,hʉd,hʔuð,huːð,,xuːðiz
,hœykən,,,,,,xuːkanã
hjuːn,hœyn,,,,hun,,xuːnaz
haʊs,hœys,haʊs,hʉs,hʔus,huːs,,xuːsã
haʊsləs,hœysloːs,haʊsloːs,hɵsløːs,hʔuslʔœs,husløʏs,,xuːsalausaz
,,,hyːsa,,hiːsa,,xuːsijanã
haʊs,hœyzən,haʊzən,,,huːsa,,xuːsɔːnã
haʊl,hœylən,hɔølən,yːla,,iːla,,xuːwilɔːnã
,,huːf,,,,,xuːwɔːː
,hœyf,haʊbə,hʉva,huː,huːʋa,,xuːβɔ̃ː
,høːx,,hʉg,hʔu,hʏːɣʏr,huːɣs,xuɣiz
,høːɣən,,hyga,hʔygə,hɪgja,huːɣjan,xuɣjanã
